match_id,player_id,full_name,current_rank
12025057,275105,"Bouzas Maneiro, Jessica",124
12025061,94747,"Hoang, Antoine",506
12025067,275530,"Jacquemot, Elsa",162
12025085,230344,"Oberleitner, Neil",586
12025133,111879,"Fung, Stacey",222
12025138,97977,"Hong, Seong Chan",213
12025139,97647,"Kwon, Soonwoo",865
12025142,297368,"Montgomery, Robin",193
12025144,168526,"Appleton, Emily",407
12025149,51315,"Anderson, Robin",347
12025174,248326,"Baptiste, Hailey",106
12025672,241718,"Erel, Yanki",336
12025679,87834,"Hon, Priscilla",170
12025684,15894,"Mannarino, Adrian",19
12025685,335102,"Van Assche, Luca",72
12025687,96859,"Lock, Benjamin",355
12025690,155860,"Lock, Courtney John",1487
12025752,406665,"Saito, Sara",244
12025799,53183,"Ilkel, Cem",318
12025849,221362,"Monnet, Carole",192
12026470,293868,"Kudermetova, Polina",158
12026623,338890,"Merida Aguilar, Daniel",401
12026792,202572,"Gengel, Marek",577
12026797,179262,"Liaonenka, Aliaksandr",777
12026852,135786,"Benchetrit, Elliot",626
12026853,323244,"Dlimi, Yassine",614
12026855,52244,"Balaji N., Sriram",1303
12026857,58877,"Ramanathan, Ramkumar",407
12026875,258324,"Purtseladze, Saba",458
12026878,228739,"Tkemaladze, Zura",709
12026987,126402,"Denolly, Corentin",442
12027048,100097,"Moroni, Gian Marco",645
12027058,63090,"Fatic, Nerman",194
12027148,158636,"Prisăcariu, Andreea",319
12027491,329533,"Vilicich, Bautista",819
12027494,274685,"Toth, Amarissa Kiara",443
12027516,238735,"M Rifqi, Fitriadi",555
12027535,43748,"Thiem, Dominic",92
12027539,383652,"Pridankina, Elena",327
12027541,170946,"Bergs, Zizou",123
12027547,48318,"Martincova, Tereza",155
12027611,342875,"Pavlova, Kira",462
12027640,318575,"Shnaider, Diana",73
12027641,197535,"Hontama, Mai",119
12027643,99131,"Bucsa, Cristina",67
12027644,247791,"Parry, Diane",62
12027645,58515,"Collins, Danielle",48
12027646,40994,"Saville, Daria",148
12027647,306421,"Fruhvirtova, Linda",137
12027648,311012,"Krueger, Ashlyn",70
12027649,41404,"Watson, Heather",131
12027652,67757,"Pera, Bernarda",79
12027653,303360,"Falei, Aliona",203
12027654,45545,"Putintseva, Yulia",80
12027665,273308,"Nitture, Akanksha Dileep",1323
12027666,272473,"Bhamidipaty, Shrivalli Rashmikaa",482
12027667,302007,"Chaudhari, Vaidehi",498
12027668,52388,"Hesse, Amandine",299
12027669,195315,"Glushko, Lina",358
12027672,405545,"Tsao, Chia Yi",506
12027673,231208,"Park, Sohyun",295
12027674,250934,"Sakellaridi, Sapfo",281
12027677,71284,"Bains, Naiktha",453
12027678,51651,"Rosatello, Camilla",317
12027679,46528,"Perrin, Conny",356
12027680,47985,"Marcinkevica, Diana",312
12027906,50901,"Popko, Dmitry",309
12027950,275105,"Bouzas Maneiro, Jessica",124
12027973,227014,"Siskova, Anna",376
12027974,49171,"Parrizas Diaz, Nuria",129
12027975,447324,"Gae, Mara",1050
12027978,160364,"Ghioroaie, Ylona-Georgiana",381
12027980,90814,"Teichmann, Jil",189
12027981,129534,"Hrunčákova, Viktória",174
12027982,207593,"Brancaccio, Nuria",240
12027984,195334,"Zavatska, Katarina",187
12028119,136042,"Fritz, Taylor",10
12028146,399603,"Romano, Filippo",1062
12028542,377363,"Serafini, Marcello",470
12029395,72230,"Celikbilek, Altug",365
12029656,18298,"Zvonareva, Vera",275
12029664,197535,"Hontama, Mai",119
12037643,47810,"Khromacheva, Irina",549
12038557,108709,"Majchrzak, Kamil",652
12038644,168420,"Andrade, Andres",595
12038683,478938,"Samsonova, Laura",930
12038684,289156,"Zucchini, Arianna",577
12038726,115463,"Tiurnev, Evgenii",515
12039412,129368,"Koepfer, Dominik",58
11998452,273680,Flavio Cobolli,69
11998453,192013,"Auger-Aliassime, Felix",29
11998454,131442,"Mmoh, Michael",122
11998456,163480,"Bublik, Alexander",21
11998457,64580,"Ćorić, Borna",31
11998458,163480,"Bublik, Alexander",21
11998663,58369,"Bolt, Alex",264
11998664,46390,"Uchiyama, Yasutaka",245
11998673,66874,"Imai, Shintaro",644
11998775,334293,"Quinn, Ethan",287
11998776,36595,"Kudla, Denis",169
11998777,63642,"Kwiatkowski, Thai-Son",294
11998778,210490,"Kypson, Patrick",150
11998779,290569,"Vandecasteele, Quinn",565
11998781,210490,"Kypson, Patrick",144
11999006,235576,"Nakashima, Brandon",90
11999008,235576,"Nakashima, Brandon",90
11999014,51345,"Damm Jr, Martin",213
11999015,197446,"Naw, Hazem",348
11999016,235576,"Nakashima, Brandon",90
11999018,36300,"Travaglia, Stefano",214
11999019,209103,"Molleker, Rudolf",185
11999206,264978,"Pucinelli de Almeida, Matheus",315
11999207,69500,"Mager, Gianluca",262
11999208,76515,"Gakhov, Ivan",176
11999214,196122,"Ugo Carabelli, Camilo",131
11999216,196122,"Ugo Carabelli, Camilo",131
11999217,264978,"Pucinelli de Almeida, Matheus",315
12002059,172590,"Burrage, Jodie",86
12002060,256104,"Volynets, Katie",112
12002061,19546,"Pavlyuchenkova, Anastasia",24
12002065,50641,"Vekić, Donna",31
12002066,227431,"Wang, Xinyu",42
12002067,45584,"Zhu, Lin",58
12002068,67759,"Alexandrova, Ekaterina",17
12002069,45584,"Zhu, Lin",57
12002070,19546,"Pavlyuchenkova, Anastasia",24
12002072,67759,"Alexandrova, Ekaterina",17
12002073,67759,"Alexandrova, Ekaterina",17
12021514,136042,"Fritz, Taylor",10
12021515,195840,"Korda, Sebastian",33
12023349,420969,"Kriznik, Matic",1274
12023351,384145,"Dominko, Sebastian",1107
12023355,156826,"van Wyk, Kris",414
12023356,238147,"Henning, Philip",745
12023358,53183,"Ilkel, Cem",318
12023359,241718,"Erel, Yanki",336
12024039,158896,"Hurkacz, Hubert",8
12024042,342835,"Kasnikowski, Maks",261
12024226,288465,"Tabacco, Fausto",512
12024231,59281,"Nishioka, Yoshihito",84
12024234,157302,"Watanuki, Yosuke",126
12024239,157462,"Flores, Jesse",951
12024241,157462,"Flores, Jesse",951
12024245,311586,"Agafonov, Egor",584
12024355,115463,"Tiurnev, Evgenii",519
12024365,215205,"Zhu, Michael",864
12024366,321788,"Riedi, Leandro",175
12024367,145112,"Huesler, Marc-Andrea",203
