player_id,height,current_rank
328153,1.83,1086
297938,,1087
245105,,1495
416458,,1489
326110,1.73,881
114885,1.73,1145
190883,,940
188927,1.78,1040
254264,,1119
308287,,990
238867,1.85,898
195315,,376
235961,,735
386231,,686
220536,,728
202462,,355
314836,,469
97415,,455
233010,,1319
53288,1.75,399
49118,1.65,723
82133,1.93,293
63238,,665
284167,,556
288612,,667
300959,,606
355097,1.83,1415
231562,1.8,939
277240,,1277
273779,,1174
145118,1.8,902
339765,,963
195817,1.83,1474
198725,1.78,1027
228123,,1182
215205,1.75,864
221400,,1116
286552,,1369
396013,,1011
250858,,
280198,,1329
349923,,1386
249463,1.78,941
373196,,997
18092,1.7,462
229246,,978
289173,1.85,463
192414,,1359
372310,1.83,478
378425,1.8,721
243452,1.98,996
73500,1.68,352
161038,,319
266221,,525
58483,,711
78785,,381
248329,,320
133080,,782
112969,1.83,709
197546,1.85,873
341859,,1204
245549,1.88,1429
262905,,1499
288611,,683
38183,1.83,207
308084,1.83,136
38183,1.83,207
42379,1.8,67
42379,1.8,67
385485,1.93,16
90080,1.98,18
158896,1.96,8
185388,1.88,18
207575,1.83,180
289233,1.85,114
145122,1.83,250
16683,1.83,247
186312,1.84,5
186312,1.84,4
53789,1.75,103
41355,1.71,65
41355,1.71,65
314519,,121
53483,1.83,392
230344,1.93,610
153860,1.6,58
266221,,528
82133,1.93,293
101157,1.85,538
303360,,249
280202,,345
335102,1.78,68
25838,1.8,134
117916,1.85,127
47770,1.88,82
226805,2.01,128
19728,1.76,22
59702,1.85,13
258756,1.75,262
36067,1.74,37
19847,1.8,43
66476,1.8,747
60398,1.78,12
250279,1.68,38
207979,1.7,23
261095,1.73,65
215755,1.78,46
123824,1.78,43
19546,1.76,32
105463,1.8,35
50641,1.79,28
120958,1.83,758
299765,1.73,325
37508,1.68,90
18111,1.96,309
215329,,345
51392,1.63,145
216154,1.8,165
273680,1.83,71
334293,1.91,288
47295,1.83,254
44547,1.75,137
280151,2.03,138
77007,1.83,815
71280,1.93,77
255420,1.78,120
248861,1.83,148
126356,1.83,74
175014,1.8,146
92074,1.91,78
287181,1.83,170
16822,1.88,84
77223,1.85,97
297194,,292
223130,,436
264358,1.88,147
202572,1.85,782
19957,1.85,233
64590,,658
194206,,702
215307,,789
117948,,689
105543,,1293
118402,1.8,856
386252,1.8,861
82217,,972
381419,,897
230379,,567
179248,,690
337897,1.8,1011
258900,1.85,995
138926,,1314
376837,,
191320,,651
93661,,536
105973,1.8,915
288283,1.7,909
148276,,615
206602,1.73,226
197809,1.83,398
231620,1.8,511
50643,,220
340742,1.78,474
180984,1.91,677
351204,1.83,522
82579,1.8,350
191842,1.83,302
170964,1.78,569
291263,1.91,331
325141,1.91,312
214341,1.88,1458
207034,1.75,307
60584,,512
17080,1.96,277
170946,1.85,133
205906,1.73,86
104967,1.91,159
373829,1.96,791
15858,1.8,295
208824,1.8,269
192246,1.91,431
53183,1.85,324
311586,1.85,582
257091,1.8,286
59310,1.85,287
274033,,983
186629,1.8,325
189993,,1271
390213,,1153
171026,,896
341203,,1213
396005,,1012
341859,,1199
188493,,871
255400,1.8,1408
376420,,1163
340014,,1109
252750,1.83,1031
49638,1.91,1486
376882,,883
416482,,1362
407382,,1274
248227,,1419
248446,1.75,1438
20158,1.68,1051
160022,,
101157,1.85,538
171064,,
189618,,1083
311012,1.85,82
405559,,1091
396821,,940
167294,1.85,981
373197,,1426
152896,1.85,1112
383428,,1717
247858,1.78,1018
268807,,1154
275073,1.83,1435
227434,,952
208222,1.88,892
420914,,965
336222,,112
41374,1.7,64
71250,1.71,52
67757,1.76,83
72450,1.63,93
110803,,75
66968,1.75,16
179294,1.93,1251
302531,,1462
421672,1.88,1230
100087,1.85,1439
193230,1.83,1380
181062,1.76,377
382351,,1238
258241,,
205907,,1317
391086,,1177
355535,,1212
355540,,1018
384184,,1050
300984,,1227
264970,,1254
245060,,1186
353587,,1203
215329,,345
44547,1.75,137
264358,1.88,147
145108,1.75,405
121178,1.98,384
47767,1.83,289
213079,1.75,554
255993,1.83,428
247962,1.8,823
197446,1.83,369
225214,1.83,545
390958,,738
244419,1.78,563
165198,1.85,596
230966,,423
93597,1.85,162
328153,1.83,1086
297938,,1087
245105,,1495
416458,,1489
326110,1.73,881
114885,1.73,1145
190883,,940
188927,1.78,1040
254264,,1113
308287,,990
238867,1.85,898
195315,,376
235961,,735
386231,,686
220536,,728
202462,,355
289166,,423
100341,,358
314836,,469
97415,,455
233010,,1346
296390,,399
53288,1.75,399
49118,1.65,723
103549,,619
460490,,1033
20347,1.7,571
82133,1.93,293
63238,,665
284167,,556
224128,,590
288612,,667
250897,,687
300959,,606
157378,,1443
355097,1.83,1425
231562,1.8,939
277240,,1277
273779,,1180
145118,1.8,902
339765,,977
195817,1.83,1474
198725,1.78,1027
228123,,1182
215205,1.75,864
221400,,1116
286552,,1369
396013,,1011
64718,,1246
250858,,
280198,,1329
349923,,1386
249463,1.78,941
373196,,997
18092,1.7,462
49660,1.8,456
229246,,978
95259,1.85,418
377363,1.88,455
289173,1.85,463
192414,,1359
130438,1.88,606
372310,1.83,478
161448,1.93,908
378425,1.8,721
92074,1.91,78
260122,1.78,186
158748,1.85,153
273680,1.83,71
243452,1.98,996
280151,2.03,138
95801,1.91,151
220801,1.78,140
196122,1.85,135
130628,,312
73500,1.68,352
256533,,304
119410,,530
161038,,319
266221,,525
58483,,711
78785,,381
248329,,320
164852,,526
89566,,718
120664,,778
78431,,348
51839,1.7,322
133080,,782
163912,,663
44547,1.75,137
275471,1.83,264
58877,1.88,459
97977,1.75,223
175070,1.83,270
153826,1.78,292
112969,1.83,709
97363,1.85,669
192246,1.91,431
191842,1.83,304
236854,1.78,936
197546,1.85,873
341859,,1204
288283,1.7,912
233164,1.88,
194206,,701
337897,1.8,1014
191320,,652
105973,1.8,918
230379,,567
198699,1.85,
215307,,789
417258,,1362
117948,,689
258900,1.85,995
381419,,895
82217,,972
245549,1.88,1429
262905,,1499
482118,,957
355542,,968
447347,,1039
387865,,1035
264414,,967
205884,,1294
325141,1.91,308
244416,1.85,673
196292,1.88,956
414229,,933
17080,1.96,273
353705,1.75,828
216050,,1357
121178,1.98,384
226806,1.85,551
18092,1.7,459
15858,1.8,295
298800,,972
135192,,500
394626,,1498
341859,,1204
299524,,559
25822,,575
252750,1.83,1031
171026,,890
132412,1.76,414
107429,,550
407382,,1218
189993,,1271
288841,,431
248446,1.75,1438
341203,,1219
339767,,510
255400,1.8,1412
214009,,502
376882,,884
341853,1.98,835
245547,1.88,949
382898,,1106
421776,,1141
255993,1.83,424
391086,,1170
355535,,1207
384184,,1049
401341,,1368
355540,,1020
296390,,402
97415,,455
314836,,469
202462,,360
386230,,729
195315,,410
349089,1.88,169
207034,1.75,278
234485,,1145
288611,,683
460789,,1398
197546,1.85,873
60614,1.88,922
482118,,957
385221,,1146
196292,1.88,956
341853,1.98,837
300559,,700
224121,,621
215722,1.78,1292
245105,,1495
285228,,799
294815,,365
188927,1.78,1042
308287,,990
284048,1.7,364
254264,,1119
46528,1.74,351
353488,,793
326110,1.73,863
190883,,940
196442,,418
96237,,633
59522,,404
328153,1.83,1090
96061,,373
377956,,638
197446,1.83,367
353705,1.75,829
212809,1.85,733
195248,1.85,656
49660,1.8,447
145118,1.8,905
448232,,814
258820,,1301
189578,,858
377356,,1369
396013,,1011
195817,1.83,1474
231562,1.8,939
246107,,971
197536,,881
99775,,849
198725,1.78,1029
339765,,963
373196,,999
249463,1.78,943
215205,1.75,864
245547,1.88,951
414229,,935
230966,,420
208222,1.88,894
167294,1.85,983
227434,,950
349490,1.91,1472
247858,1.78,1018
275073,1.83,1435
420914,,962
396821,,942
152896,1.85,1112
405559,,1091
47767,1.83,280
391794,1.8,875
130722,,1439
221015,1.81,894
261752,1.78,834
272506,1.8,964
221383,1.91,762
210981,,986
379442,1.88,910
288611,,683
130628,,312
384697,,676
73500,1.68,352
78785,,381
256533,,311
92877,,582
80723,1.67,571
38183,1.83,138
42379,1.8,52
185388,1.88,18
186312,1.84,4
41355,1.71,54
314519,,111
257784,1.78,7
230056,1.75,29
274049,1.79,28
152804,1.72,8
58515,1.78,63
207979,1.7,23
69050,1.8,79
228272,1.76,1
336222,,106
227431,1.82,41
19728,1.76,22
59702,1.85,14
258756,1.75,250
19847,1.8,43
66476,1.8,747
60398,1.78,12
179146,1.75,40
250279,1.68,33
207979,1.7,23
261095,1.73,65
215755,1.78,49
19546,1.76,24
105463,1.8,35
50641,1.79,27
75813,1.93,47
122368,1.88,29
64580,1.88,31
18111,1.96,309
77007,1.83,815
71280,1.93,79
210490,1.88,155
62790,1.8,104
59281,1.7,77
129368,1.8,59
231620,1.8,563
208824,1.8,265
53183,1.85,324
311586,1.85,582
257091,1.8,285
59310,1.85,291
186629,1.8,325
101157,1.85,601
311012,1.85,74
405559,,1096
167294,1.85,983
247858,1.78,998
275073,1.83,1435
336222,,106
41374,1.7,68
71250,1.71,53
67757,1.76,83
72450,1.63,93
110803,,80
66968,1.75,18
421672,1.88,1302
181062,1.76,382
205907,,1317
215329,,305
47767,1.83,280
213079,1.75,556
255993,1.83,424
247962,1.8,823
197446,1.83,367
390958,,737
165198,1.85,552
230966,,420
386231,,686
289166,,435
100341,,358
296390,,402
53288,1.75,404
103549,,629
460490,,1033
20347,1.7,568
82133,1.93,293
224128,,590
250897,,710
300959,,601
157378,,1443
277240,,1278
273779,,1174
198725,1.78,1029
228123,,1182
221400,,1112
286552,,1360
64718,,1246
250858,,
280198,,1325
349923,,1386
49660,1.8,447
229246,,981
95259,1.85,416
377363,1.88,442
192414,,1362
130438,1.88,606
372310,1.83,480
161448,1.93,868
92074,1.91,80
307383,1.8,187
260122,1.78,174
83661,1.85,158
57759,1.85,216
172482,1.88,219
163636,1.93,140
16833,1.85,234
145112,1.96,199
58221,1.83,67
22956,1.75,258
48626,1.8,330
16327,1.91,284
62404,1.93,288
235576,1.88,92
202181,1.78,333
41857,1.98,283
49283,1.96,368
121182,1.98,272
263699,1.91,342
81271,1.91,220
158748,1.85,151
273680,1.83,72
280151,2.03,136
95801,1.91,152
264372,1.83,87
51141,1.83,64
14548,1.83,60
15387,1.98,1044
220801,1.78,126
196122,1.85,134
256533,,311
119410,,530
161038,,320
266221,,495
58483,,717
248329,,327
164852,,529
89566,,723
120664,,750
78431,,354
51839,1.7,312
163912,,663
44547,1.75,137
106153,1.96,266
275471,1.83,243
342835,1.78,267
141882,1.8,274
58877,1.88,462
97977,1.75,221
94485,1.83,126
175070,1.83,277
153826,1.78,287
97363,1.85,669
275471,1.83,243
192246,1.91,427
191842,1.83,304
236854,1.78,938
197546,1.85,845
288283,1.7,912
233164,1.88,
194206,,702
337897,1.8,1014
191320,,652
105973,1.8,918
230379,,569
198699,1.85,
215307,,788
417258,,1362
117948,,689
258900,1.85,995
381419,,897
82217,,974
245549,1.88,1429
262905,,1499
482118,,959
355542,,968
447347,,1037
387865,,1035
264414,,967
205884,,1294
260122,1.78,174
325141,1.91,308
244416,1.85,673
196292,1.88,958
414229,,935
17080,1.96,273
353705,1.75,829
216050,,1361
121178,1.98,384
226806,1.85,551
18092,1.7,459
15858,1.8,295
298800,,972
135192,,500
394626,,1498
341859,,1204
299524,,559
25822,,575
252750,1.83,1031
171026,,890
132412,1.76,415
107429,,553
407382,,1218
189993,,1271
288841,,431
248446,1.75,1438
341203,,1219
339767,,480
255400,1.8,1412
214009,,502
376882,,884
341853,1.98,837
245547,1.88,951
382898,,1106
421776,,1141
255993,1.83,424
391086,,1170
355535,,1208
384184,,1050
401341,,1368
355540,,1020
296390,,400
97415,,455
314836,,469
202462,,360
386230,,731
195315,,410
349089,1.88,171
226805,2.01,170
207034,1.75,278
234485,,1145
288611,,683
460789,,1403
197546,1.85,845
60614,1.88,922
482118,,959
385221,,1174
196292,1.88,958
341853,1.98,837
300559,,700
224121,,616
215722,1.78,1292
245105,,1495
285228,,800
294815,,365
188927,1.78,1042
280123,,1329
308287,,990
284048,1.7,368
254264,,1119
46528,1.74,351
353488,,794
326110,1.73,863
190883,,940
196442,,421
96237,,634
59522,,404
328153,1.83,1090
96061,,379
377956,,638
168526,,400
197446,1.83,367
353705,1.75,829
212809,1.85,733
195248,1.85,656
49660,1.8,447
289166,,431
288583,,976
145118,1.8,905
448232,,827
258820,,1301
189578,,858
377356,,1369
396013,,1011
195817,1.83,1474
231562,1.8,939
246107,,970
197536,,878
99775,,847
198725,1.78,1029
339765,,963
373196,,999
249463,1.78,943
215205,1.75,864
245547,1.88,951
414229,,935
71280,1.93,79
230966,,420
118526,,363
208222,1.88,894
167294,1.85,983
227434,,952
349490,1.91,1472
247858,1.78,998
275073,1.83,1435
420914,,965
396821,,942
152896,1.85,1118
405559,,1096
47767,1.83,280
391794,1.8,879
130722,,1443
221015,1.81,896
261752,1.78,836
272506,1.8,967
270414,1.88,638
221383,1.91,762
210981,,987
205313,1.91,617
379442,1.88,910
243374,1.88,861
212596,1.85,1443
196958,,1338
25726,,964
422758,1.91,907
241742,1.8,961
207606,,789
133062,1.8,1415
89476,1.78,876
297976,1.91,1369
80725,1.88,891
459965,,1464
251784,1.93,856
288611,,650
130628,,312
384697,,676
73500,1.68,352
78785,,381
256533,,311
92877,,577
80723,1.67,571
186629,1.8,325
238867,1.85,898
53183,1.85,324
110707,1.78,596
398740,,842
244424,,407
119496,,373
72868,1.8,444
92667,1.85,623
221327,1.85,790
231597,,456
274747,,485
194206,,701
215307,,788
238735,1.75,567
191769,,323
207065,,491
59310,1.85,291
355525,1.91,448
284517,1.88,362
207034,1.75,278
17080,1.96,273
244416,1.85,673
289233,1.85,108
215205,1.75,864
373036,,774
232108,,1208
64718,,1248
310575,,949
198725,1.78,1029
66516,,906
396013,,1011
228123,,1182
153860,1.6,58
251835,,1481
339765,,963
145118,1.8,905
231562,1.8,939
208824,1.8,265
169630,1.73,991
223481,1.83,776
163094,,1167
52057,1.83,666
227447,1.73,603
245547,1.88,951
414229,,935
383990,1.83,1394
403148,,1350
281515,1.83,500
341859,,1204
252750,1.83,1031
188493,,869
341203,,1219
25822,,576
132412,1.76,414
18092,1.7,459
385221,,1146
447347,,1039
264414,,967
387865,,1035
421776,,1141
236918,,1257
355542,,970
420914,,965
152896,1.85,1118
227434,,952
268807,,1154
167294,1.85,983
247858,1.78,998
396821,,942
208222,1.88,894
302552,,713
51736,,749
355540,,1020
300935,,1284
384184,,1050
391086,,1170
355535,,1207
267024,,560
182056,,220
42839,1.85,285
25831,1.82,245
43233,,589
228662,,1199
308287,,990
144084,,429
300559,,700
326110,1.73,863
377956,,638
238867,1.85,898
190883,,940
230049,1.8,376
210717,,343
299618,,534
96237,,634
215722,1.78,1292
353488,,794
285228,,800
328153,1.83,1090
224121,,616
254264,,1119
295178,1.85,262
51345,2.03,212
230966,,420
243925,1.91,154
132558,1.83,223
91240,1.8,207
208824,1.8,265
201850,,1075
405101,,1214
464370,,1192
280151,2.03,136
137810,1.88,458
373036,,774
255129,,772
197536,,878
277195,1.83,633
192346,,767
260195,,579
221400,,1112
448232,,814
355096,1.8,708
333004,1.83,683
297953,,325
314836,,456
88318,,419
308088,,220
221382,,1635
246107,,970
273779,,1174
189578,,858
310575,,949
18111,1.96,309
257784,1.78,7
72376,1.74,42
230056,1.75,29
274049,1.79,28
152804,1.72,8
20732,1.86,59
58515,1.78,63
207979,1.7,23
69050,1.8,79
45584,1.73,57
228272,1.76,1
152804,1.72,8
58515,1.78,63
257784,1.78,7
207979,1.7,23
336222,,106
55401,1.67,6
227431,1.82,41
90664,1.8,30
210831,1.75,34
19704,1.81,67
243925,1.91,154
406808,1.93,874
406648,1.83,1123
38517,1.78,229
66002,1.88,322
111837,1.93,191
208824,1.8,265
307383,1.8,187
56017,1.93,181
63090,1.91,200
289233,1.85,108
94485,1.83,126
244416,1.85,673
232036,1.85,255
59702,1.85,14
19847,1.8,43
66476,1.8,747
60398,1.78,12
179146,1.75,40
250279,1.68,33
19546,1.76,24
105463,1.8,35
201239,1.83,11
124930,1.85,39
75813,1.93,47
23581,1.91,13
167370,1.88,55
157456,1.83,24
122368,1.88,29
158896,1.96,8
64580,1.88,31
18111,1.96,309
39711,1.83,97
16375,1.75,44
210490,1.88,155
62790,1.8,104
42379,1.8,52
59281,1.7,77
237452,1.78,84
129368,1.8,59
218259,1.93,61
71250,1.71,53
67757,1.76,83
72450,1.63,93
307383,1.8,187
83661,1.85,158
26204,1.85,766
57759,1.85,216
172482,1.88,219
163636,1.93,140
16833,1.85,234
145112,1.96,199
58221,1.83,67
187236,1.8,206
22956,1.75,258
48626,1.8,330
49663,1.85,180
145122,1.83,218
383991,1.91,201
16327,1.91,284
62404,1.93,288
235576,1.88,92
65382,1.88,406
96859,1.98,348
202181,1.78,333
41857,1.98,283
195179,1.88,419
49283,1.96,368
121182,1.98,260
108559,1.83,400
205971,1.83,409
263699,1.91,342
81271,1.91,220
83397,1.91,38
221806,1.7,30
264372,1.83,87
47975,1.93,56
338500,1.85,36
51141,1.83,64
14548,1.83,60
15387,1.98,1044
42152,1.96,204
106153,1.96,266
342835,1.78,267
141882,1.8,274
94485,1.83,126
207575,1.83,153
275471,1.83,243
288283,1.7,912
260122,1.78,174
298800,,974
299524,,559
252750,1.83,1031
107429,,553
189993,,1271
401341,,1368
296390,,400
386230,,731
195315,,410
349089,1.88,171
226805,2.01,170
170946,1.85,132
117916,1.85,127
224121,,616
285228,,800
284048,1.7,368
353488,,794
196442,,421
96237,,634
96061,,379
168526,,400
212809,1.85,733
289166,,431
288583,,976
448232,,827
189578,,858
246107,,970
197536,,878
99775,,847
71280,1.93,79
118526,,363
47767,1.83,280
391794,1.8,879
130722,,1443
221015,1.81,896
261752,1.78,836
272506,1.8,967
270414,1.88,638
221383,1.91,762
210981,,987
205313,1.91,617
379442,1.88,910
243374,1.88,861
212596,1.85,1443
196958,,1338
25726,,964
422758,1.91,907
241742,1.8,961
207606,,777
133062,1.8,1415
89476,1.78,876
297976,1.91,1369
80725,1.88,891
459965,,1464
251784,1.93,856
288611,,650
130628,,312
384697,,676
73500,1.68,352
78785,,381
256533,,311
92877,,577
80723,1.67,571
308084,1.83,76
48599,1.7,116
95801,1.91,152
72248,1.85,85
186629,1.8,325
53183,1.85,324
110707,1.78,596
398740,,842
244424,,407
119496,,373
72868,1.8,444
92667,1.85,623
221327,1.85,790
231597,,456
274747,,485
194206,,701
215307,,788
238735,1.75,567
191769,,323
207065,,491
59310,1.85,291
355525,1.91,448
284517,1.88,362
207034,1.75,278
17080,1.96,273
244416,1.85,673
289233,1.85,108
215205,1.75,864
373036,,774
232108,,1208
64718,,1248
310575,,949
198725,1.78,1029
66516,,906
396013,,1011
228123,,1182
153860,1.6,58
251835,,1481
339765,,963
145118,1.8,905
231562,1.8,939
208824,1.8,265
169630,1.73,991
223481,1.83,776
163094,,1167
52057,1.83,666
53483,1.83,398
227447,1.73,603
187892,1.73,520
245547,1.88,951
256756,1.83,718
414229,,935
209102,1.85,973
414847,,1047
383990,1.83,1394
403148,,1350
463772,,1325
281515,1.83,500
460789,,1403
197546,1.85,845
341859,,1204
252750,1.83,1031
188493,,869
341203,,1219
25822,,576
132412,1.76,414
72230,1.83,372
18092,1.7,459
220537,1.8,502
49660,1.8,447
385221,,1146
447347,,1039
264414,,967
387865,,1035
421776,,1141
236918,,1257
355542,,970
420914,,965
152896,1.85,1118
227434,,952
268807,,1154
167294,1.85,983
247858,1.78,998
396821,,942
208222,1.88,894
302552,,713
51736,,754
355540,,1020
300935,,1284
384184,,1050
391086,,1170
355535,,1207
267024,,560
50687,1.73,706
182056,,220
108621,,318
42839,1.85,285
25831,1.82,245
43233,,589
228662,,1199
308287,,990
144084,,429
300559,,700
326110,1.73,863
377956,,638
238867,1.85,898
190883,,940
230049,1.8,376
210717,,343
299618,,534
96237,,634
215722,1.78,1292
353488,,794
285228,,800
328153,1.83,1090
224121,,616
254264,,1119
295178,1.85,262
47767,1.83,280
51345,2.03,212
230966,,420
243925,1.91,154
132558,1.83,223
91240,1.8,207
199395,1.78,115
208824,1.8,265
15858,1.8,295
96239,1.85,411
201850,,1075
405101,,1214
464370,,1192
280151,2.03,136
137810,1.88,458
373036,,774
255129,,772
197536,,878
277195,1.83,633
192346,,768
260195,,579
221400,,1112
448232,,814
355096,1.8,708
333004,1.83,683
87090,,284
420872,,641
297953,,325
316468,,194
157150,,216
314836,,456
88318,,419
308088,,220
221382,,1635
44547,1.75,137
406728,1.93,75
187608,1.83,102
124658,1.85,41
272506,1.8,967
16564,1.8,553
392072,1.85,610
221383,1.91,762
333081,1.88,456
315774,1.78,415
300247,,1412
251784,1.93,856
247197,1.8,1486
207606,,789
80725,1.88,891
89476,1.78,876
372740,1.8,1473
408860,1.8,1478
328075,1.75,469
241742,1.8,961
51309,1.93,439
297199,1.78,319
59662,,294
130628,,312
49358,1.72,242
45139,1.78,250
26120,1.83,146
384697,,676
137990,,508
163912,,663
221362,,170
222826,1.7,166
120664,,706
288611,,650
18919,1.8,277
110281,1.7,378
137948,,244
248326,,114
82609,1.64,214
50915,1.69,496
412104,,852
96981,,874
322099,,303
191320,,652
265632,,1141
258324,1.91,457
189604,,889
202572,1.85,684
329816,1.85,745
413296,1.93,948
228739,1.88,712
255373,,936
226703,1.83,651
318257,,275
135786,1.93,637
72244,,364
93695,1.75,647
230919,1.78,1262
250934,1.83,279
237578,,255
268808,,392
208061,,523
276310,,592
202557,,735
371081,,927
93589,1.83,752
281447,1.78,692
217448,1.83,418
126402,1.88,449
340445,,508
50795,1.85,526
97031,,677
222183,,406
205252,,697
57327,1.78,807
149100,1.8,354
409264,,734
137890,1.83,585
289942,1.8,850
111609,1.78,388
161270,,497
152766,,524
150574,1.75,121
383997,,488
129534,1.8,176
233694,,836
138654,,520
218346,,745
299765,1.73,323
326949,1.83,491
74333,1.91,530
336621,1.85,581
59700,1.75,1069
312761,1.73,455
59984,,795
132352,1.75,1333
288283,1.7,912
383991,1.91,201
246107,,970
145118,1.8,905
256797,,1161
199863,1.7,594
448184,,1151
396013,,1011
157462,1.88,880
362612,1.91,566
273779,,1174
189578,,858
310575,,949
291010,1.85,1472
199379,1.85,452
280123,,1329
215722,1.78,1292
308287,,990
253842,1.85,263
223481,1.83,776
391794,1.8,879
339606,1.91,739
152896,1.85,1118
393344,1.91,828
204006,1.91,646
118166,1.8,923
245109,1.93,843
375161,,1281
210981,,987
284061,,715
447347,,1039
205282,,489
18597,1.77,902
300960,,879
88290,,550
405085,,1299
120722,,566
64590,,658
236918,,1257
261752,1.78,836
221015,1.81,896
52057,1.83,666
163094,,1167
303880,,868
224121,,616
255404,,937
355536,,302
95853,,492
257537,,326
360262,,915
294815,,369
211014,1.64,290
403166,,861
269874,,918
74875,,542
377988,,1308
222299,,795
183861,1.65,107
355540,,1020
320723,,651
162560,,973
270439,,753
205313,1.91,617
201850,,1075
273680,1.83,72
246107,,972
373036,,774
448232,,827
197536,,878
407845,,1059
228123,,1182
94779,,997
270414,1.88,638
464370,,1192
405101,,1214
303307,1.75,412
221362,,170
191320,,660
129534,1.8,176
228123,,1182
39234,1.83,58
264372,1.83,87
89632,1.98,19
92074,1.91,80
136042,1.96,9
15894,1.8,19
62790,1.8,104
237452,1.78,84
192013,1.93,29
23581,1.91,13
158896,1.96,8
264344,1.85,57
201239,1.83,11
18111,1.96,309
36067,1.74,37
228272,1.76,1
19017,1.83,27
72376,1.74,39
274049,1.79,28
20732,1.86,59
58515,1.78,46
207979,1.7,23
69050,1.8,79
45584,1.73,57
19546,1.76,32
152804,1.72,8
58515,1.78,63
257784,1.78,7
207979,1.7,23
336222,,99
55401,1.67,6
227431,1.82,41
90664,1.8,30
210831,1.75,35
19704,1.81,61
135778,1.75,246
235576,1.88,92
55067,1.85,221
294337,1.78,190
243925,1.91,154
295178,1.85,259
231620,1.8,375
245307,,487
406808,1.93,778
195248,1.85,590
212809,1.85,733
121182,1.98,272
202181,1.78,329
16683,1.83,231
406648,1.83,1123
38517,1.78,229
38517,1.78,229
111837,1.93,186
66002,1.88,322
111837,1.93,191
208824,1.8,265
307383,1.8,187
56017,1.93,181
63090,1.91,200
307391,1.85,217
289233,1.85,108
289106,1.91,237
94485,1.83,128
42152,1.96,160
106153,1.96,266
207575,1.83,154
244416,1.85,673
232036,1.85,247
201239,1.83,9
124930,1.85,39
75813,1.93,47
23581,1.91,13
167370,1.88,55
157456,1.83,24
158896,1.96,8
206570,1.88,4
39711,1.83,98
16375,1.75,42
42379,1.8,52
237452,1.78,84
218259,1.93,61
307383,1.8,187
83661,1.85,158
26204,1.85,869
57759,1.85,216
187236,1.8,206
49663,1.85,197
145122,1.83,189
22218,1.96,112
383991,1.91,201
65382,1.88,399
96859,1.98,350
195179,1.88,419
108559,1.83,394
205971,1.83,423
83397,1.91,37
221806,1.7,30
47975,1.93,56
338500,1.85,36
42152,1.96,160
141882,1.8,281
207575,1.83,154
170946,1.85,132
117916,1.85,127
270414,1.88,640
205313,1.91,617
308084,1.83,77
48599,1.7,115
95801,1.91,152
72248,1.85,85
169630,1.73,991
53483,1.83,393
187892,1.73,520
233692,1.91,704
256756,1.83,717
414229,,935
209102,1.85,973
414847,,1047
383990,1.83,1394
463772,,1325
460789,,1402
197546,1.85,845
255400,1.8,1426
341859,,1203
252750,1.83,1032
299524,,561
188493,,869
341203,,1220
90110,1.91,321
250859,,375
383987,1.8,450
265808,1.75,780
322022,1.78,370
107429,,553
98105,,321
413192,,1182
135192,,503
418032,,593
214009,,505
25822,,576
46273,,257
132412,1.76,415
72230,1.83,374
18092,1.7,459
220537,1.8,413
49660,1.8,447
51736,,754
50687,1.73,706
108621,,313
210717,,343
299618,,535
47767,1.83,293
199395,1.78,115
15858,1.8,278
96239,1.85,411
405101,,1212
464370,,1192
373036,,774
87090,,284
420872,,641
316468,,186
157150,,215
314836,,456
308088,,220
221382,,1635
44547,1.75,137
406728,1.93,75
187608,1.83,102
124658,1.85,51
272506,1.8,967
16564,1.8,553
392072,1.85,612
221383,1.91,761
333081,1.88,456
315774,1.78,410
300247,,1412
251784,1.93,855
247197,1.8,1487
207606,,777
80725,1.88,891
89476,1.78,876
372740,1.8,1473
408860,1.8,1478
328075,1.75,469
241742,1.8,983
51309,1.93,442
297199,1.78,319
59662,,291
130628,,305
49358,1.72,260
45139,1.78,254
26120,1.83,146
384697,,662
137990,,498
163912,,663
221362,,170
222826,1.7,166
120664,,706
288611,,650
18919,1.8,279
110281,1.7,366
137948,,244
248326,,114
82609,1.64,217
50915,1.69,496
412104,,852
96981,,874
322099,,302
191320,,660
265632,,1141
258324,1.91,457
189604,,877
202572,1.85,684
329816,1.85,752
413296,1.93,952
228739,1.88,712
255373,,936
226703,1.83,651
246159,,167
318257,,278
329533,1.8,832
78419,1.7,652
135786,1.93,639
334273,,201
186885,1.83,340
72244,,364
93695,1.75,647
64968,1.83,82
230919,1.78,1262
250934,1.83,279
105051,1.78,1213
237578,,255
268808,,392
208061,,522
276310,,592
202557,,735
371081,,927
305030,,769
93589,1.83,749
281447,1.78,686
217448,1.83,418
126402,1.88,440
340445,,508
195437,,386
50795,1.85,526
97031,,684
222183,,406
132186,,281
328146,,323
205252,,697
50643,,205
322082,1.83,447
57327,1.78,807
149100,1.8,354
409264,,735
137890,1.83,585
289942,1.8,865
111609,1.78,386
198838,,530
161270,,494
152766,,524
150574,1.75,120
165866,,176
383997,,488
129534,1.8,176
195386,1.78,867
144160,1.8,721
161874,1.88,779
233694,,836
138654,,520
232459,,627
218346,,745
391868,,1239
265148,1.8,734
82133,1.93,268
320723,,659
299765,1.73,309
258336,1.7,575
326949,1.83,491
74333,1.91,530
191769,,325
92667,1.85,624
336621,1.85,579
59700,1.75,1069
312761,1.73,455
59984,,795
