player_id,height,current_rank
200159,1.91,91
144102,1.88,301
54573,1.8,88
298057,1.75,334
54975,1.78,366
264978,1.83,303
54573,1.8,88
377489,1.91,410
48225,1.73,517
23082,1.68,99
210831,1.75,31
189986,1.75,29
72376,1.74,43
78551,1.79,27
64496,1.77,10
318575,,73
227431,1.82,41
64496,1.77,10
52025,1.7,69
78551,1.79,27
23082,1.68,99
206568,1.76,46
318575,,73
52025,1.7,69
210831,1.75,31
50641,1.79,28
92879,1.71,198
98607,1.85,359
19957,1.85,219
161448,1.93,864
355527,1.8,578
71484,1.75,245
339443,,499
232615,1.85,392
339443,,499
232615,1.85,392
192406,,690
263653,,190
377363,1.88,470
62000,,791
64968,1.83,82
326524,1.98,781
155556,,194
88318,,447
168526,,407
223563,,1191
280202,,334
233214,,120
108621,,313
479888,,1077
141892,1.66,101
51943,,257
297194,,293
406665,,244
75813,1.93,46
450685,1.93,900
450685,1.93,900
75813,1.93,48
81041,1.75,550
138966,1.83,1340
81041,1.75,550
138966,1.83,1340
17046,1.8,503
257637,1.85,706
17046,1.8,503
257637,1.85,706
231597,,451
238275,,238
221362,,192
138452,1.7,415
149100,1.8,332
198223,1.8,656
198223,1.8,656
149100,1.8,332
207065,,479
369438,,228
338890,1.88,401
212809,1.85,675
108767,1.83,154
189540,1.88,312
189540,1.88,310
108767,1.83,154
114885,1.73,1023
153826,1.78,290
172482,1.88,218
383987,1.8,449
217835,1.83,531
280123,,1331
213076,1.88,331
274685,,443
199378,1.7,636
190208,,662
78419,1.7,660
326246,1.88,354
369288,1.78,708
122368,1.88,28
102339,1.91,75
333518,,849
329816,1.85,744
42029,1.8,363
42029,1.8,363
329816,1.85,744
198121,,261
234320,,589
478938,,930
207654,,606
387966,,616
83661,1.85,158
83661,1.85,158
152726,1.91,372
284553,,740
47770,1.88,77
218259,1.93,59
218259,1.93,59
234309,,410
198592,1.83,53
39234,1.83,55
198592,1.83,53
118040,1.8,496
179262,1.96,777
96239,1.85,439
119248,1.83,11
232615,1.85,392
339443,,499
336308,,209
81275,1.7,892
228644,,1183
460257,,1053
71034,1.79,127
154744,,716
167370,1.88,43
229218,1.93,131
383652,,327
187218,1.83,425
217437,1.91,587
100341,,363
303360,,203
197546,1.85,824
48318,1.77,155
19957,1.85,219
326524,1.98,781
64968,1.83,82
377363,1.88,470
51836,1.93,1321
377065,,292
16779,1.93,721
280151,2.03,129
233214,,120
165866,,177
141892,1.66,101
248329,,311
244410,1.88,540
138452,1.7,415
163996,1.88,236
204329,1.78,233
162638,,1468
289106,1.91,241
297194,,293
244410,1.88,540
52533,1.7,214
327924,1.75,180
177686,1.78,300
326246,1.88,354
351300,1.96,516
182875,1.83,1217
105375,1.85,1404
17600,,1438
322022,1.78,358
22956,1.75,247
118040,1.8,496
165198,1.85,558
51009,1.83,231
412849,,875
213076,1.88,331
284553,,740
414229,,754
234309,,410
15387,1.98,1042
63220,,146
100341,,363
274049,1.79,29
105463,1.8,39
425590,,571
103375,,211
45139,1.78,254
110055,1.7,52
123824,1.78,45
45902,1.74,100
91960,1.7,54
60392,1.76,50
410065,,1052
71034,1.79,127
124804,1.86,97
230984,,179
82609,1.64,213
58267,,243
198209,,284
25831,1.82,247
459474,,1182
196050,,550
157672,1.72,271
188555,,493
193083,,509
50915,1.69,424
221012,1.85,20
199408,,199
183861,1.65,107
338897,,893
18808,1.73,104
53789,1.75,91
46661,1.62,737
246159,,166
336222,,96
390231,,706
154570,1.88,606
267576,1.88,612
94747,1.83,506
244410,1.88,540
274049,1.79,29
41524,1.63,637
338897,,893
332584,1.91,1452
306078,,1092
154744,,716
387966,,616
212809,1.85,675
205795,1.8,107
64580,1.88,31
248846,1.78,132
283070,1.88,7
264344,1.85,45
283070,1.88,7
192013,1.93,29
79467,1.83,227
58369,1.83,264
79467,1.83,225
36595,1.8,178
36678,1.88,274
334293,1.91,291
39711,1.83,108
39711,1.83,98
232057,1.85,146
300293,1.83,490
197446,1.83,348
36300,1.85,214
132558,1.83,225
200159,1.91,87
200159,1.91,87
200159,1.91,87
144102,1.88,300
54573,1.8,85
298057,1.75,344
377489,1.91,409
298057,1.75,344
54573,1.8,85
64496,1.77,10
52025,1.7,70
78551,1.79,25
206568,1.76,47
318575,,73
52025,1.7,69
210831,1.75,35
318575,,73
64496,1.77,9
50641,1.79,31
64496,1.77,9
232615,1.85,370
339443,,499
450685,1.93,903
75813,1.93,48
81041,1.75,550
138966,1.83,1340
17046,1.8,503
257637,1.85,706
149100,1.8,354
198223,1.8,669
212809,1.85,674
108767,1.83,152
189540,1.88,310
153826,1.78,271
153826,1.78,290
172482,1.88,217
172482,1.88,218
217835,1.83,531
369288,1.78,707
122368,1.88,28
102339,1.91,70
122368,1.88,28
102339,1.91,75
333518,,849
329816,1.85,744
42029,1.8,364
329816,1.85,744
478938,,932
387966,,616
152726,1.91,368
83661,1.85,155
83661,1.85,155
152726,1.91,372
47770,1.88,80
218259,1.93,60
47770,1.88,77
218259,1.93,60
198592,1.83,54
39234,1.83,58
39234,1.83,55
198592,1.83,53
96239,1.85,439
119248,1.83,12
96239,1.85,439
119248,1.83,11
232615,1.85,370
336308,,209
154744,,712
229218,1.93,131
167370,1.88,43
167370,1.88,43
229218,1.93,172
187218,1.83,425
217437,1.91,586
187218,1.83,425
217437,1.91,586
197546,1.85,845
19957,1.85,222
326524,1.98,781
64968,1.83,82
377363,1.88,445
51836,1.93,1321
51836,1.93,1321
377065,,292
16779,1.93,721
280151,2.03,136
16779,1.93,721
280151,2.03,136
233214,,153
165866,,176
141892,1.66,101
248329,,311
138452,1.7,415
163996,1.88,236
204329,1.78,229
163996,1.88,236
204329,1.78,229
162638,,1468
162638,,1468
289106,1.91,241
289106,1.91,237
297194,,293
244410,1.88,540
52533,1.7,214
327924,1.75,180
177686,1.78,300
326246,1.88,349
351300,1.96,516
182875,1.83,1217
105375,1.85,1407
17600,,1438
17600,,1438
182875,1.83,1217
105375,1.85,1407
322022,1.78,358
22956,1.75,247
22956,1.75,251
118040,1.8,498
165198,1.85,554
51009,1.83,231
51009,1.83,231
331896,1.8,546
412849,,875
372312,1.93,116
254742,1.85,32
254742,1.85,32
213076,1.88,331
284553,,740
414229,,936
200852,1.93,1038
414229,,936
234309,,410
15387,1.98,1044
207081,1.88,130
63220,,129
100341,,360
274049,1.79,28
105463,1.8,39
425590,,564
103375,,212
45139,1.78,254
110055,1.7,60
123824,1.78,45
45902,1.74,100
91960,1.7,54
60392,1.76,51
410065,,1054
71034,1.79,127
124804,1.86,93
230984,,179
82609,1.64,213
58267,,241
198209,,284
25831,1.82,245
459474,,1180
196050,,524
157672,1.72,271
188555,,493
193083,,501
50915,1.69,500
330492,,1428
122366,1.93,11
122366,1.93,11
169496,1.96,27
221012,1.85,22
392072,1.85,609
82133,1.93,251
452586,,1110
240797,1.85,614
199408,,199
326949,1.83,461
183861,1.65,107
338897,,893
18808,1.73,104
198197,,119
46650,,611
53789,1.75,91
150574,1.75,120
46661,1.62,736
246159,,166
336222,,99
390231,,689
64968,1.83,81
102151,1.88,52
89632,1.98,19
154570,1.88,602
303122,1.91,318
202136,1.83,1398
267576,1.88,608
80491,1.85,494
386107,1.88,692
51315,,347
94747,1.83,511
233214,,153
66086,1.78,598
38183,1.83,140
308084,1.83,77
55787,1.78,284
287181,1.83,157
175014,1.8,147
221515,1.85,105
43761,1.83,288
406665,,242
244410,1.88,540
274049,1.79,28
41524,1.63,633
390973,,399
276809,,1179
322021,,979
136372,,547
253353,,527
138452,1.7,415
333770,,436
37638,,444
391100,,1212
216008,,460
338897,,893
244418,1.8,617
396118,1.88,676
244985,1.73,520
236795,1.88,1173
192256,1.85,1028
270399,1.8,1091
50148,1.83,874
215663,1.73,515
248232,1.75,691
197935,1.78,977
255992,1.8,694
272473,,475
202572,1.85,577
332584,1.91,1453
100341,,363
230984,,179
195315,,433
52533,1.7,218
302007,,484
306078,,1092
100097,1.85,643
274685,,443
154744,,716
387966,,682
329533,1.8,819
212809,1.85,674
197535,1.64,118
183861,1.65,107
157672,1.72,271
215205,1.75,864
269291,1.83,426
111857,1.8,424
378554,1.88,728
192272,1.78,1469
181384,1.78,1022
76251,1.85,385
60584,,500
156826,1.85,412
339989,1.85,1611
244416,1.85,521
284517,1.88,360
97231,1.88,35
306421,1.72,122
110055,1.7,60
274049,1.79,28
60392,1.76,51
405545,,506
199661,1.83,211
71034,1.79,127
94747,1.83,511
289156,,573
165234,1.85,1009
18808,1.73,104
53789,1.75,91
336222,,96
205795,1.8,107
41404,1.7,125
150574,1.75,111
414969,,1158
339767,,481
395238,,1453
214009,,505
379483,,
407382,,1219
317520,,419
392652,,1363
351301,,1072
244421,1.8,1031
329533,1.8,819
222977,,1061
107429,,570
288841,,428
341859,,1164
252750,1.83,1034
341203,,1220
263720,,754
191637,1.8,534
248227,,1419
298800,,971
132412,1.76,404
248446,1.75,1438
261714,,1171
25822,,582
299618,,525
376421,,1284
412849,,875
49638,1.91,1486
394626,,1498
275069,1.75,1361
278083,,1483
20158,1.68,1051
229887,,
205795,1.8,110
115463,1.91,519
198197,,119
165866,,176
257517,1.93,1345
227434,,929
396821,,946
390946,,1493
189604,,877
420914,,965
340528,,1018
277721,,1463
274033,,986
350691,,891
247858,1.78,999
326110,1.73,827
238867,1.85,890
425525,1.78,1064
308287,,928
342249,,944
207083,1.85,1070
230339,1.78,838
217838,1.83,1489
254264,,1118
215722,1.78,1292
337458,,1485
157706,,1294
372053,,438
274747,,500
233694,,794
213927,,497
289166,,435
288583,,972
161270,,494
377406,,1114
44553,1.88,165
205906,1.73,81
25838,1.8,112
226805,2.01,177
51345,2.03,213
308249,,1459
405556,,1371
394384,,1113
338893,,1437
460257,,1054
386201,,1468
245307,,487
413166,,1420
301488,,426
67430,1.66,847
54983,,736
391086,,1169
207654,,646
224055,,1443
421693,,1382
233686,,1352
180946,1.93,1023
417200,,434
59522,,405
372310,1.83,478
138712,1.88,395
226833,1.78,297
202181,1.78,347
220541,1.8,351
116640,1.8,1469
249463,1.78,955
399579,,1473
212809,1.85,675
193712,1.98,1302
138714,,1492
286552,,1363
401472,,1269
217141,,1363
408582,,1363
369288,1.78,707
210540,,1108
416458,,1489
314394,,1040
277240,,1276
152054,,1114
189831,1.93,1353
389553,1.83,1499
308077,1.63,996
280198,,1323
283488,1.85,694
231562,1.8,926
245531,1.85,811
394432,,1266
227154,,1322
248845,1.8,874
119144,1.88,1063
207034,1.75,308
395994,,1113
54983,,735
317445,,1283
199395,1.78,115
414229,,936
64580,1.88,31
283070,1.88,7
192013,1.93,29
79467,1.83,227
210490,1.88,144
36595,1.8,169
39711,1.83,98
197446,1.83,348
200159,1.91,87
200159,1.91,87
298057,1.75,344
54573,1.8,85
54573,1.8,85
318575,,73
64496,1.77,9
50641,1.79,31
64496,1.77,9
138966,1.83,1340
189540,1.88,312
153826,1.78,271
172482,1.88,217
122368,1.88,28
102339,1.91,70
329816,1.85,752
152726,1.91,368
83661,1.85,155
47770,1.88,80
218259,1.93,60
39234,1.83,58
198592,1.83,54
119248,1.83,12
96239,1.85,438
229218,1.93,172
167370,1.88,43
187218,1.83,400
217437,1.91,586
51836,1.93,1321
16779,1.93,757
280151,2.03,136
163996,1.88,242
204329,1.78,229
162638,,1468
289106,1.91,237
17600,,1438
182875,1.83,1217
105375,1.85,1407
322022,1.78,372
22956,1.75,251
22956,1.75,251
51009,1.83,224
331896,1.8,546
51009,1.83,224
331896,1.8,546
372312,1.93,116
372312,1.93,116
254742,1.85,32
254742,1.85,32
414229,,936
200852,1.93,1038
200852,1.93,1038
414229,,936
15387,1.98,1044
207081,1.88,130
15387,1.98,1044
207081,1.88,130
63220,,129
410065,,1054
71034,1.79,127
330492,,1428
330492,,1428
122366,1.93,11
122366,1.93,11
169496,1.96,27
169496,1.96,27
221012,1.85,22
221012,1.85,22
392072,1.85,612
82133,1.93,268
82133,1.93,268
392072,1.85,612
452586,,1110
240797,1.85,614
199408,,199
326949,1.83,463
326949,1.83,463
198197,,119
46650,,611
53789,1.75,91
150574,1.75,120
336222,,99
390231,,689
64968,1.83,81
102151,1.88,52
89632,1.98,19
89632,1.98,19
102151,1.88,52
303122,1.91,318
303122,1.91,318
202136,1.83,1398
202136,1.83,1398
267576,1.88,608
80491,1.85,494
80491,1.85,494
386107,1.88,692
386107,1.88,692
51315,,346
233214,,153
66086,1.78,596
38183,1.83,140
308084,1.83,77
55787,1.78,284
287181,1.83,157
175014,1.8,147
221515,1.85,105
43761,1.83,288
406665,,242
390973,,395
276809,,1179
322021,,979
136372,,546
253353,,527
138452,1.7,412
333770,,432
37638,,442
391100,,1213
216008,,460
244418,1.8,617
396118,1.88,676
192246,1.91,432
17065,1.75,437
49417,1.8,205
179628,1.83,369
339452,1.88,280
244985,1.73,523
236795,1.88,1173
192256,1.85,1028
217464,1.68,331
270399,1.8,1091
50148,1.83,874
215663,1.73,515
248232,1.75,691
197935,1.78,978
255992,1.8,694
272473,,475
202572,1.85,668
100341,,360
230984,,182
195315,,433
52533,1.7,218
302007,,484
100097,1.85,643
274685,,440
154744,,712
387966,,682
329533,1.8,830
212809,1.85,674
197535,1.64,118
218259,1.93,60
183861,1.65,107
157672,1.72,271
215205,1.75,864
59702,1.85,14
42339,1.77,21
269291,1.83,426
111857,1.8,425
378554,1.88,728
192272,1.78,1469
83263,1.8,384
82579,1.8,351
181384,1.78,1040
76251,1.85,385
60584,,503
156826,1.85,412
339989,1.85,1611
244416,1.85,610
291263,1.91,316
107625,1.96,257
284517,1.88,357
97231,1.88,35
306421,1.72,122
110055,1.7,60
274049,1.79,28
60392,1.76,51
405545,,506
199661,1.83,211
206568,1.76,47
264980,1.66,58
37508,1.68,87
41374,1.7,68
71034,1.79,127
94747,1.83,511
289156,,573
165234,1.85,1010
18808,1.73,104
53789,1.75,91
336222,,99
41404,1.7,125
60276,1.7,86
150574,1.75,120
287181,1.83,157
414969,,1158
339767,,480
395238,,1453
214009,,505
379483,,
407382,,1219
317520,,416
392652,,1360
351301,,1075
244421,1.8,1031
329533,1.8,830
222977,,1065
107429,,553
288841,,428
341859,,1203
252750,1.83,1032
341203,,1220
263720,,757
191637,1.8,617
248227,,1419
298800,,974
132412,1.76,415
248446,1.75,1438
261714,,1171
25822,,576
299618,,535
376421,,1286
412849,,877
49638,1.91,1486
394626,,1498
275069,1.75,1361
278083,,1483
20158,1.68,1051
229887,,
205795,1.8,110
115463,1.91,519
198197,,119
165866,,176
257517,1.93,1345
227434,,945
396821,,946
390946,,1493
189604,,877
420914,,967
340528,,1019
277721,,1464
274033,,987
350691,,895
247858,1.78,999
326110,1.73,863
238867,1.85,890
425525,1.78,1066
308287,,942
342249,,944
207083,1.85,1072
230339,1.78,838
217838,1.83,1489
254264,,1118
215722,1.78,1292
337458,,1485
146040,1.91,342
115479,,551
152766,,516
157706,,1294
205890,,784
372053,,435
274747,,486
233694,,836
213927,,497
289166,,431
288583,,976
161270,,494
284167,,559
377406,,1114
81271,1.91,219
44553,1.88,165
57703,1.85,305
205906,1.73,81
25838,1.8,112
226805,2.01,177
51345,2.03,213
237188,1.83,133
308249,,1459
405556,,1371
394384,,1115
338893,,1437
460257,,1054
386201,,1468
245307,,487
88494,,647
413166,,1422
91916,,397
168526,,405
301488,,426
67430,1.66,848
313796,,371
54983,,735
391086,,1169
207654,,646
224055,,1443
196442,,411
421693,,1383
385274,,759
233686,,1352
180946,1.93,1023
83073,,885
417200,,430
59522,,402
245059,,860
372310,1.83,478
49283,1.96,358
36298,1.75,313
138712,1.88,395
226833,1.78,298
202181,1.78,329
229246,,1007
220541,1.8,345
116640,1.8,1469
221515,1.85,105
249463,1.78,947
399579,,1473
212809,1.85,674
193712,1.98,1302
138714,,1490
286552,,1360
401472,,1294
217141,,1360
408582,,1360
369288,1.78,707
210540,,1111
416458,,1489
314394,,1275
277240,,1278
152054,,1117
189831,1.93,1353
389553,1.83,1499
308077,1.63,996
280198,,1325
283488,1.85,696
231562,1.8,925
245531,1.85,811
394432,,1267
227154,,1324
248845,1.8,860
220537,1.8,413
47767,1.83,293
308084,1.83,77
377065,,296
396293,,131
64085,1.64,124
52183,1.64,179
218347,1.7,160
137962,1.73,89
166198,1.8,327
216154,1.8,166
207050,1.85,295
273679,1.93,145
113905,1.85,158
113979,1.88,255
232057,1.85,146
78431,,357
266316,,999
51839,1.7,312
223130,,368
214262,,425
248329,,329
120664,,706
89566,,723
130628,,305
148264,,427
163912,,664
78785,,384
133076,,720
207193,,1253
244985,1.73,523
244418,1.8,617
119144,1.88,1065
396118,1.88,676
215663,1.73,515
255992,1.8,694
138452,1.7,412
253353,,527
390973,,395
136372,,546
333770,,432
37638,,442
224033,1.63,380
207034,1.75,289
248232,1.75,691
284517,1.88,357
216008,,460
111857,1.8,425
60584,,503
395994,,1115
76251,1.85,385
54983,,735
269291,1.83,426
457906,,831
156826,1.85,412
317445,,1283
199395,1.78,118
395238,,1453
317520,,416
392652,,1360
385832,,1360
407382,,1219
214009,,505
275069,1.75,1361
341859,,1203
222977,,1065
107429,,553
414969,,1158
278083,,1483
25822,,576
217150,,1407
132412,1.76,415
299618,,535
244421,1.8,1031
341203,,1220
20158,1.68,1051
339767,,480
191637,1.8,617
288841,,428
226833,1.78,298
414229,,936
240797,1.85,614
452586,,1110
332304,,563
226805,2.01,177
205906,1.73,81
135828,,1345
67757,1.76,83
200778,,1495
339606,1.91,793
197546,1.85,845
460257,,1054
209632,,842
213081,1.98,896
421693,,1383
338893,,1437
417200,,430
390958,,737
110215,,
378425,1.8,773
413166,,1422
106141,,
341168,1.88,729
291050,1.88,718
301488,,426
222958,1.93,476
330429,,1113
421776,,1142
389513,,954
407873,,1020
382898,,1106
382887,,944
447347,,1037
171064,,
264414,,969
25838,1.8,112
202181,1.78,329
161448,1.93,868
372053,,435
233010,,1319
161270,,494
284167,,559
289166,,431
230339,1.78,838
193230,1.83,1380
207083,1.85,1072
326110,1.73,863
238867,1.85,890
280123,,1331
342249,,944
308287,,942
254264,,1118
223528,1.85,1635
237188,1.83,133
350691,,895
396821,,946
189604,,877
227434,,945
91916,,397
268807,,1154
277721,,1464
420914,,967
247858,1.78,999
340528,,1019
215166,,189
115479,,551
196929,1.93,754
152766,,516
448232,,827
286552,,1360
231562,1.8,925
58207,,808
285228,,798
99775,,847
314394,,1275
377410,,1077
197536,,878
66516,,895
280198,,1325
362567,,851
152054,,1117
389553,1.83,1499
189831,1.93,1353
385294,,1493
369288,1.78,707
281477,,1245
47969,,
245531,1.85,811
248845,1.8,860
283488,1.85,696
212809,1.85,674
221806,1.7,30
373036,,774
102151,1.88,52
308077,1.63,996
457906,,831
425525,1.78,1066
248845,1.8,860
283488,1.85,696
245531,1.85,811
210981,,991
64580,1.88,31
210490,1.88,144
200159,1.91,87
54573,1.8,85
64496,1.77,9
105375,1.85,1407
322022,1.78,372
22956,1.75,251
51009,1.83,224
331896,1.8,546
372312,1.93,116
254742,1.85,32
414229,,936
200852,1.93,1038
207081,1.88,130
15387,1.98,1044
330492,,1428
122366,1.93,11
169496,1.96,27
221012,1.85,22
82133,1.93,268
392072,1.85,612
326949,1.83,463
89632,1.98,19
102151,1.88,52
303122,1.91,318
202136,1.83,1398
80491,1.85,494
386107,1.88,692
192246,1.91,432
17065,1.75,437
49417,1.8,205
179628,1.83,369
79467,1.83,227
79223,1.88,583
339452,1.88,280
217464,1.68,331
46390,1.83,245
58369,1.83,264
16720,1.83,97
75813,1.93,48
67154,1.83,125
218259,1.93,60
94485,1.83,128
59702,1.85,14
42339,1.77,21
327924,1.75,188
105463,1.8,37
227431,1.82,42
90664,1.8,32
83263,1.8,384
82579,1.8,351
204329,1.78,229
342835,1.78,261
172482,1.88,217
291263,1.91,316
107625,1.96,257
19847,1.8,43
221410,1.85,113
206568,1.76,47
69988,1.7,79
264980,1.66,58
37508,1.68,87
41374,1.7,68
318574,,85
163996,1.88,242
60276,1.7,86
150574,1.75,120
287181,1.83,157
198197,,119
165866,,176
390946,,1493
340528,,1019
274033,,987
247858,1.78,999
146040,1.91,342
115479,,551
152766,,516
157706,,1294
205890,,784
372053,,435
274747,,486
233694,,836
161270,,494
284167,,559
81271,1.91,219
57703,1.85,305
205906,1.73,81
25838,1.8,112
237188,1.83,133
394384,,1115
88494,,647
91916,,397
168526,,405
67430,1.66,848
313796,,371
391086,,1169
207654,,646
196442,,411
385274,,759
180946,1.93,1023
83073,,885
417200,,430
59522,,402
245059,,860
49283,1.96,358
36298,1.75,313
229246,,1007
116640,1.8,1469
221515,1.85,105
220537,1.8,413
261017,1.96,244
91240,1.8,210
406808,1.93,778
47767,1.83,293
255449,1.88,273
56017,1.93,181
294337,1.78,190
57289,1.8,135
16822,1.88,96
92074,1.91,78
308084,1.83,77
377065,,296
396293,,131
64085,1.64,124
240100,,193
256104,1.7,112
97995,1.78,134
221362,,170
52183,1.64,179
23082,1.68,101
218347,1.7,160
255391,1.7,136
137962,1.73,89
71660,1.88,99
48632,1.91,62
52276,1.88,248
166198,1.8,327
216154,1.8,166
207050,1.85,295
273679,1.93,145
113905,1.85,158
113979,1.88,255
232057,1.85,146
78431,,357
266316,,999
51839,1.7,312
223130,,368
214262,,425
248329,,329
120664,,706
89566,,723
130628,,305
148264,,427
163912,,664
78785,,384
133076,,720
207193,,1253
244985,1.73,523
244418,1.8,617
396118,1.88,676
215663,1.73,515
255992,1.8,694
138452,1.7,412
253353,,527
390973,,395
136372,,546
333770,,432
37638,,442
224033,1.63,380
248232,1.75,691
284517,1.88,357
216008,,460
111857,1.8,425
60584,,503
76251,1.85,385
269291,1.83,426
457906,,831
195315,,433
50915,1.69,500
157672,1.72,271
272473,,475
156826,1.85,412
317445,,1283
199395,1.78,118
395238,,1453
317520,,416
392652,,1360
385832,,1360
407382,,1219
214009,,505
275069,1.75,1361
341859,,1203
222977,,1065
107429,,553
414969,,1158
278083,,1483
25822,,576
217150,,1407
132412,1.76,415
299618,,535
244421,1.8,1031
341203,,1220
20158,1.68,1051
339767,,480
191637,1.8,617
288841,,428
226833,1.78,298
414229,,936
240797,1.85,614
452586,,1110
332304,,563
226805,2.01,177
205906,1.73,81
135828,,1345
132370,1.7,13
67757,1.76,83
66476,1.8,286
41404,1.7,125
66968,1.75,19
200778,,1495
339606,1.91,793
197546,1.85,845
460257,,1054
209632,,842
213081,1.98,896
421693,,1383
338893,,1437
417200,,430
390958,,737
110215,,
378425,1.8,773
413166,,1422
106141,,
341168,1.88,729
291050,1.88,718
301488,,426
222958,1.93,476
330429,,1113
421776,,1142
389513,,954
407873,,1020
382898,,1106
382887,,944
447347,,1037
171064,,
264414,,969
25838,1.8,112
202181,1.78,329
161448,1.93,868
372053,,435
233010,,1319
161270,,494
284167,,559
289166,,431
230339,1.78,838
193230,1.83,1380
207083,1.85,1072
326110,1.73,863
238867,1.85,890
280123,,1331
342249,,944
308287,,942
254264,,1118
223528,1.85,1635
168526,,405
196442,,411
237188,1.83,133
