player_id,full_name,current_rank,total_prize,country
273680,Flavio Cobolli,72,788069,Italy
280151,"Diallo, Gabriel",136,280682,Canada
95801,"Vavassori, Andrea",152,1085807,Italy
264372,"Díaz Acosta, Facundo",87,482303,Argentina
51141,"Carballes Baena, Roberto",64,3634555,Spain
14548,"Wawrinka, Stan",60,30532312,Switzerland
15387,"Čilić, Marin",1044,26078913,Croatia
220801,"Niemeier, Jule",126,1313005,Germany
196122,"Ugo Carabelli, Camilo",134,436547,Argentina
256533,"Curmi, Francesca",311,40401,Malta
119410,"Krywoj, Melany Solange",530,31828,Argentina
161038,"Kozarov, Katarina",320,39266,Serbia
266221,"Karatancheva, Lia",495,26473,Bulgaria
58483,"Zhu, Amy",717,57741,USA
248329,"Hu, Victoria",327,42778,USA
164852,"Okalova, Martina",529,16095,Slovakia
89566,"Daavettila, Sara",723,19280,USA
120664,"Pedretti, Thaisa Grana",750,67991,Brazil
78431,"Lodikova, Daria",354,83868,Russia
51839,"Alves, Carolina",312,304070,Brazil
163912,"Boulais, Isabelle",663,21513,Canada
44547,"Albot, Radu",137,4213398,Moldova
106153,"Dalla Valle, Enrico",266,96722,Italy
275471,"Schoolkate, Tristan",243,224177,Australia
342835,"Kasnikowski, Maks",267,55781,Poland
141882,"Blancaneaux, Geoffrey",274,616160,France
58877,"Ramanathan, Ramkumar",462,1008310,India
97977,"Hong, Seong Chan",221,206512,South Korea
94485,"Bonzi, Benjamin",126,2211589,France
175070,"Fonio, Giovanni",277,119467,Italy
153826,"Echargui, Moez",287,124809,Tunisia
97363,"Wallart, Enzo",669,21227,France
275471,"Schoolkate, Tristan",243,224177,Australia
192246,"Dellavedova, Matthew",427,50116,Australia
191842,"Added, Dan",304,226977,France
236854,"Di Natale, Gian Matias",938,8009,Argentina
197546,"Salle, Fabien",845,6048,France
288283,"Ogura, Kosuke",912,21425,Japan
233164,"De Cuyper, Julien",,1548,France
194206,"Sukhotina, Anastasia",702,42338,Russia
337897,"Crowther, Corban",1014,5905,New Zealand
191320,"Yang, Yidi",652,35912,China
105973,"Yamasaki, Jumpei",918,58708,Japan
230379,"Schmidt, Antonia",569,25344,Germany
198699,"Kunsuwan, Natthasith",,3812,Thailand
215307,"Feng, Shuo",788,38423,China
417258,"Thongkum, Pimmada",1362,3028,Thailand
117948,"Hanatani, Nagi",689,91507,Japan
258900,"Steiner, Maik",995,17353,Germany
381419,"Vales, Amit",897,4543,Israel
82217,"Woerner, Paul",974,50787,Germany
245549,"Schaer, Jonas",1429,4907,Switzerland
262905,"Lanz, Mischa",1499,2403,Switzerland
482118,"Majdandzic, Marc",959,2874,Germany
355542,"Bakker, Annelin",968,2972,Netherlands
447347,"van Emst, Sarah",1037,5096,Netherlands
387865,"Hansen, Sarafina Olivia",1035,2900,Denmark
264414,"Jeong, Boyoung",967,19427,South Korea
205884,"Rachapudi, Prathyusha",1294,4594,India
260122,"Švrčina, Dalibor",174,386076,Czech Republic
325141,"Vincent Ruggeri, Samuel",308,67313,Italy
244416,"Zakharov, Alexey",673,47685,Russia
196292,"Vocel, Matěj",958,35212,Czech Republic
414229,"Agwi, Michael",935,5618,Ireland
17080,"Tomić, Bernard",273,5291058,Australia
353705,"Donald, Matthew",829,13705,Czech Republic
216050,"Gloeckler, Michael",1361,6862,Austria
121178,"Gautier, Alexis",384,72095,France
226806,"Bax, Florent",551,31256,France
18092,"Cox, Daniel",459,275447,United Kingdom
15858,"Elias, Gastão",295,1225859,Portugal
298800,"Garkusha, Eva",972,12735,Russia
135192,"Rame, Alice",500,81034,France
394626,"Boros, Attila",1498,4138,Hungary
341859,"Baroni, Niccolo",1204,5453,Italy
299524,"Scilipoti, Sebastianna",559,32364,Switzerland
25822,"Shapatava, Sofia",575,352663,Georgia
252750,"Gola, Andrea",1031,11778,Italy
171026,"Tsygourova, Katerina",890,17168,Switzerland
132412,"Fita Boluda, Ángela",415,90532,Spain
107429,"Turati, Anna",553,56366,Italy
407382,"Vetrih, Miha",1218,4338,Slovenia
189993,"Sarkisova, Karine",1271,11032,Russia
288841,"Falkner, Živa",431,45624,Slovenia
248446,"Takamisawa, Taketo",1438,3787,Japan
341203,"Spiridon, Denis Constantin",1219,5212,Italy
339767,Würth Tara,480,116679,Croatia
255400,"Ilkel, Berk",1412,11900,Turkey
214009,"Yörük, İlay",502,57344,Turkey
376882,"Pieri, Samuele",884,8829,Italy
341853,"Karol, Milos",837,27912,Slovakia
245547,"Steinegger, Yannik",951,28447,Switzerland
382898,"Zelinskaya, Daria",1106,5761,Russia
421776,"Drozd, Maya",1141,2574,Germany
255993,"Trotter, James Kent",424,36443,Japan
391086,"Leclercq, Maelle",1170,3223,France
355535,"Marcon, Margherita",1208,7024,Italy
384184,"Paukštytė, Patricija",1050,11273,Lithuania
401341,"Ionescu, Iulia Andreea",1368,2782,Romania
355540,"Sijbesma, Marente",1020,8365,Netherlands
296390,"Koevermans, Anouk",400,23884,Netherlands
97415,"Rinaldo Persson, Kajsa",455,50944,Sweden
314836,"Hietaranta, Laura",469,24983,Finland
202462,"Malygina, Elena",360,73896,Estonia
386230,"Xu, Mingge",731,31066,United Kingdom
195315,"Glushko, Lina",410,96087,Israel
349089,"Prižmić, Dino",171,159958,Croatia
226805,"Cressy, Maxime",170,2216419,USA
207034,"Tseng, Chun Hsin",278,708178,Chinese Taipei
234485,"Poplavska, Anastasiya",1145,18370,Ukraine
288611,"Reami, Adriana",683,34020,USA
460789,"Dedura-Palomero, Mariano",1403,1017,Germany
197546,"Salle, Fabien",845,6048,France
60614,"Poljak, David",922,108349,Czech Republic
482118,"Majdandzic, Marc",959,2874,Germany
385221,"Milanese, Sara",1174,4147,Italy
196292,"Vocel, Matěj",958,35212,Czech Republic
341853,"Karol, Milos",837,27912,Slovakia
300559,"Glushkova, Denislava",700,17838,Bulgaria
224121,"Sauvant, Chantal",616,34712,Germany
215722,"Tresca, Giuseppe",1292,11274,Italy
245105,"Liucci, Francesco",1495,2828,Italy
285228,"Girelli, Chiara",800,12500,Italy
294815,"Kubka, Martyna",365,56813,Poland
188927,"Noce, Gabriele Maria",1042,29396,Italy
280123,Perfetti Noah,1329,3402,Italy
308287,"Bagnolini, Daniel",990,10639,Italy
284048,Middendorf Julia,368,50593,Germany
254264,"Bellifemine, Alessandro",1119,6046,Italy
46528,"Perrin, Conny",351,534510,Switzerland
353488,Geerlings Martinez Ariana,794,6698,Spain
326110,"Marino, Pietro",863,11266,Italy
190883,"Miceli, Marco",940,38110,Italy
196442,"Kanev, Kathleen",421,37036,Germany
96237,"Pieri, Jessica",634,199970,Italy
59522,"Lee, Ya-Hsuan",404,176018,Chinese Taipei
328153,"Pampanin, Pietro",1090,11663,Italy
96061,"Bandecchi, Susan",379,258533,Switzerland
377956,"LEW Yan Foon, Astrid",638,12103,France
168526,"Appleton, Emily",400,124520,United Kingdom
197446,"Naw, Hazem",367,37048,Syria
353705,"Donald, Matthew",829,13705,Czech Republic
212809,"Parker, Stuart",733,97067,United Kingdom
195248,"Kuhn, Nicola",656,367707,Germany
49660,"Peliwo, Filip",447,320408,Poland
289166,"Keller, Nadine",431,31911,Switzerland
288583,"Wilson, Emma",976,10539,United Kingdom
145118,"Tessa, Louis",905,36276,France
448232,"Nishimura, Kayo",827,5959,Japan
258820,"Stuurman, Roland",1301,7946,Netherlands
189578,"Karamoko, Naima",858,26333,Switzerland
377356,"Duhan, Chirag",1369,6147,India
396013,"Tammaro, Mariano",1011,4880,Italy
195817,"Garcia, Miguel",1474,4868,Spain
231562,"Palosi, Stefan",939,38288,Romania
246107,"Mariani, Matilde",970,9548,Italy
197536,"Hosoki, Yuka",878,22242,Japan
99775,"Saigo, Yukina",847,45048,Japan
198725,"Dussin, Louis",1029,23691,France
339765,"Kudriashov, Igor",963,8078,Russia
373196,"Lobanov, Aleksandr",999,13206,Russia
249463,"Pujol Navarro, Bruno",943,26874,Spain
215205,"Zhu, Michael",864,41660,USA
245547,"Steinegger, Yannik",951,28447,Switzerland
414229,"Agwi, Michael",935,5618,Ireland
71280,"Kokkinakis, Thanasi",79,3091796,Australia
230966,"Rottoli, Lorenzo",420,39115,Italy
118526,"Wolff, Vivian",363,28872,USA
208222,"Zahraj, Patrick",894,17372,Germany
167294,"Tomasetto, Luca",983,25037,Italy
227434,"Bosio, Gabriele",952,17006,Italy
349490,"Nad, Peter",1472,7097,Slovakia
247858,"Donders, Dax",998,15801,Netherlands
275073,"Sibille, Imran",1435,6355,Morocco
420914,"Matsuoka, Hayato",965,5168,Japan
396821,"Zhukov, Maxim",942,12666,Russia
152896,"Drinic, Milan",1118,18495,Serbia
405559,"Massard, Loann",1096,8178,France
47767,"Lamasine, Tristan",280,491058,France
391794,"Schiessl, Joao Eduardo",879,11098,Brazil
130722,"Lucero, Joel Angel",1443,1812,Argentina
221015,"Tenti, Fermin",896,57706,Argentina
261752,"Barreiros Reyes, Mateo",836,14638,Brazil
272506,"Saraiva dos Santos, Paulo André",967,17585,Brazil
270414,"Farjat, Tomas",638,41338,Argentina
221383,"Otegui, Juan Bautista",762,55264,Argentina
210981,"Tosetto, Rafael",987,7513,Brazil
205313,"Ayeni, Alafia",617,58751,USA
379442,"La Serna, Juan Manuel",910,11488,Argentina
243374,"Schachter, Noah",861,19017,USA
212596,"Segura, Matthew",1443,3113,USA
196958,"Salazar, Daniel",1338,3967,Colombia
25726,"Gomez, Juan Sebastian",964,99967,Colombia
422758,"Tonejc, Vito",907,9581,Croatia
241742,"Lyeons, Jaycer",961,4844,USA
207606,"Grant, William",789,10888,USA
133062,Goncalves Ceolin J.,1415,2338,Brazil
89476,"Wiersholm, Henrik",876,10208,USA
297976,"Stakusic, Marko",1369,9705,Canada
80725,"Altamirano, Collin",891,153716,USA
459965,"Quan, Rudy",1464,2470,USA
251784,"Maloney, Patrick",856,9221,USA
288611,"Reami, Adriana",650,34020,USA
130628,"Miroshnichenko, Veronica",312,49728,Russia
384697,"Cross, Kayla",676,31288,Canada
73500,"Loeb, Jamie",352,654055,USA
78785,"Rodriguez, Victoria",381,164666,Mexico
256533,"Curmi, Francesca",311,40401,Malta
92877,"Fossa Huergo, Nicole",577,40906,Italy
80723,"Herazo Gonzalez, Maria Fernanda",571,124999,Colombia
186629,"Kirkin, Ergi",325,122578,Turkey
238867,"Ovcharenko, Oleksandr",898,42473,Ukraine
53183,"Ilkel, Cem",324,610630,Turkey
110707,"Pichler, David",596,130417,Austria
398740,"Shimanov, Ofek",842,7358,Israel
244424,"Naklo, Thasaporn",407,21126,Thailand
119496,"McPhee, Kaylah",373,196474,Australia
72868,"Liu, Fangzhou",444,415277,China
92667,"Castelnuovo, Luca",623,65301,Switzerland
221327,"Jeong, Yeongseok",790,17128,South Korea
231597,"Imamura, Saki",456,36731,Japan
274747,"Vlasselaer , Clara",485,29129,Belgium
194206,"Sukhotina, Anastasia",701,42338,Russia
215307,"Feng, Shuo",788,38423,China
238735,"M Rifqi, Fitriadi",567,16877,Indonesia
191769,"Shimizu, Ayano",323,197246,Japan
207065,"Shimizu, Eri",491,36437,Japan
59310,"Caruso, Salvatore",291,1650433,Italy
355525,"Collignon, Raphael",448,92482,Belgium
284517,"Vanshelboim, Eric",362,71528,Ukraine
207034,"Tseng, Chun Hsin",278,708178,Chinese Taipei
17080,"Tomić, Bernard",273,5291058,Australia
244416,"Zakharov, Alexey",673,47685,Russia
289233,"Nardi, Luca",108,600177,Italy
215205,"Zhu, Michael",864,41660,USA
373036,"Di Girolami, Tilwith",774,18344,Belgium
232108,"Marandel, Lola",1208,9752,France
64718,"Sugnaux, Tess",1248,82210,Switzerland
310575,"Chen, Meng Yi",949,7693,China
198725,"Dussin, Louis",1029,23691,France
66516,"Ayukawa, Mana",906,94085,Japan
396013,"Tammaro, Mariano",1011,4880,Italy
228123,"Voracek, Eva Marie",1182,6361,Germany
153860,"Trevisan, Martina",58,3076902,Italy
251835,"Thurner, Noah",1481,865,Germany
339765,"Kudriashov, Igor",963,8078,Russia
145118,"Tessa, Louis",905,36276,France
231562,"Palosi, Stefan",939,38288,Romania
208824,"Andreev, Adrian",265,272948,Bulgaria
169630,"Curras Abasolo, Tomas",991,8162,Spain
223481,"de Krom, Michiel",776,39106,Netherlands
163094,"Shaw, Michael",1167,9603,United Kingdom
52057,"Sell, Karue",666,32185,Brazil
227447,"Compagnucci, Tommaso",603,30104,Italy
245547,"Steinegger, Yannik",951,28447,Switzerland
414229,"Agwi, Michael",935,5618,Ireland
383990,"Papamalamis, Theo",1394,1305,France
403148,"Engel, Justin",1350,3282,Germany
281515,"Picchione, Andrea",500,43626,Italy
341859,"Baroni, Niccolo",1204,5453,Italy
252750,"Gola, Andrea",1031,11778,Italy
188493,"Podlinska, Marcelina",869,10240,Poland
341203,"Spiridon, Denis Constantin",1219,5212,Italy
25822,"Shapatava, Sofia",576,352663,Georgia
132412,"Fita Boluda, Ángela",414,90532,Spain
18092,"Cox, Daniel",459,275447,United Kingdom
385221,"Milanese, Sara",1146,4147,Italy
447347,"van Emst, Sarah",1039,5096,Netherlands
264414,"Jeong, Boyoung",967,19427,South Korea
387865,"Hansen, Sarafina Olivia",1035,2900,Denmark
421776,"Drozd, Maya",1141,2574,Germany
236918,"Cavelli, Carola",1257,6863,Italy
355542,"Bakker, Annelin",970,2972,Netherlands
420914,"Matsuoka, Hayato",965,5168,Japan
152896,"Drinic, Milan",1118,18495,Serbia
227434,"Bosio, Gabriele",952,17006,Italy
268807,"Verbin, Pavel",1154,3968,Russia
167294,"Tomasetto, Luca",983,25037,Italy
247858,"Donders, Dax",998,15801,Netherlands
396821,"Zhukov, Maxim",942,12666,Russia
208222,"Zahraj, Patrick",894,17372,Germany
302552,"Petretic, Laia",713,17961,France
51736,"Sekulic, Sarah Rebecca",749,81850,Germany
355540,"Sijbesma, Marente",1020,8365,Netherlands
300935,"Dapkutė, Iveta",1284,11949,Lithuania
384184,"Paukštytė, Patricija",1050,11273,Lithuania
391086,"Leclercq, Maelle",1170,3223,France
355535,"Marcon, Margherita",1207,7024,Italy
267024,"Sebestova, Ivana",560,26265,Czech Republic
182056,"Robbe, Alice",220,167576,France
42839,"Barthel, Mona",285,3479231,Germany
25831,"Abduraimova, Nigina",245,483763,Uzbekistan
43233,"Akita, Shiho",589,118708,Japan
228662,"Bertimon, Maxence",1199,5964,France
308287,"Bagnolini, Daniel",990,10639,Italy
144084,"Cakarevic, Sara",429,93322,France
300559,"Glushkova, Denislava",700,17838,Bulgaria
326110,"Marino, Pietro",863,11266,Italy
377956,"LEW Yan Foon, Astrid",638,12103,France
238867,"Ovcharenko, Oleksandr",898,42473,Ukraine
190883,"Miceli, Marco",940,38110,Italy
230049,"Jianu, Filip Cristian",376,116618,Romania
210717,"Nahimana, Sada",343,78928,Burundi
299618,"Nguyen Tan, Lucie",534,52679,France
96237,"Pieri, Jessica",634,199970,Italy
215722,"Tresca, Giuseppe",1292,11274,Italy
353488,Geerlings Martinez Ariana,794,6698,Spain
285228,"Girelli, Chiara",800,12500,Italy
328153,"Pampanin, Pietro",1090,11663,Italy
224121,"Sauvant, Chantal",616,34712,Germany
254264,"Bellifemine, Alessandro",1119,6046,Italy
295178,"Kachmazov, Alibek",262,121647,Russia
51345,"Damm Jr, Martin",212,161866,USA
230966,"Rottoli, Lorenzo",420,39115,Italy
243925,"Droguet, Titouan",154,245035,France
132558,"Kolar, Zdenek",223,843019,Czech Republic
91240,"Peniston, Ryan",207,541081,United Kingdom
208824,"Andreev, Adrian",265,272948,Bulgaria
201850,"Izquierdo Luque, Rafael",1075,3286,Spain
405101,"Callejon Hernando, Sergio",1214,3263,Spain
464370,"Fernandes, Rodrigo",1192,3193,Portugal
280151,"Diallo, Gabriel",136,280682,Canada
137810,"Blanch, Ulises",458,284768,USA
373036,"Di Girolami, Tilwith",774,18344,Belgium
255129,"Đaković , Mihaela",772,22524,Serbia
197536,"Hosoki, Yuka",878,22242,Japan
277195,"Barreto Sanchez, Diego Augusto",633,29604,Spain
192346,"Villet, Marie",767,26456,France
260195,"Visscher, Stephanie Judith",579,54439,Netherlands
221400,"Dessolis, Barbara",1112,8838,Italy
448232,"Nishimura, Kayo",814,5959,Japan
355096,"Sorger, Sebastian",708,15563,Austria
333004,"Castagnola, Luca",683,18702,Italy
297953,"Klimovicova, Linda",325,32426,Czech Republic
314836,"Hietaranta, Laura",456,24983,Finland
88318,"Albie, Audrey",419,218745,France
308088,"Gibson, Talia",220,189570,Australia
221382,"Marques, Diogo",1635,1625,Portugal
246107,"Mariani, Matilde",970,9548,Italy
273779,"Delai, Melania",1174,43035,Italy
189578,"Karamoko, Naima",858,26333,Switzerland
310575,"Chen, Meng Yi",949,7693,China
18111,"Raonic, Milos",309,17158437,Canada
257784,"Zheng, Qinwen",7,3397218,China
72376,"Siniakova, Katerina",42,8883782,Czech Republic
230056,"Kostyuk, Marta",29,3043865,Ukraine
274049,"Noskova, Linda",28,1216590,Czech Republic
152804,"Vondroušová, Markéta",8,7981469,Czech Republic
20732,"Plíšková, Karolína",59,21250084,Czech Republic
58515,"Collins, Danielle",63,5724794,USA
207979,"Navarro, Emma",23,839376,USA
69050,"Badosa, Paula",79,5030838,Spain
45584,"Zhu, Lin",57,2589529,China
228272,"Swiatek, Iga",1,21071368,Poland
152804,"Vondroušová, Markéta",8,7981469,Czech Republic
58515,"Collins, Danielle",63,5724794,USA
257784,"Zheng, Qinwen",7,3397218,China
207979,"Navarro, Emma",23,839376,USA
336222,"Andreeva, Erika",106,425792,Russia
55401,"Jabeur, Ons",6,10438198,Tunisia
227431,"Wang, Xinyu",41,1994161,China
90664,"Kalinina, Anhelina",30,2590337,Ukraine
210831,"Potapova, Anastasia",34,2627118,Russia
19704,"Martic, Petra",67,6996291,Croatia
243925,"Droguet, Titouan",154,245035,France
406808,"Searle, Henry",874,6521,United Kingdom
406648,"Buldorini, Peter",1123,6639,Italy
38517,"Trungelliti, Marco",229,1339181,Argentina
66002,"Lokoli, Laurent",322,498517,France
111837,"Harris, Billy",191,214062,United Kingdom
208824,"Andreev, Adrian",265,272948,Bulgaria
307383,"Shelbayh, Abedallah",187,328427,Jordan
56017,"Ritschard, Alexander",181,431278,Switzerland
63090,"Fatic, Nerman",200,210365,Bosnia & Herzegovina
289233,"Nardi, Luca",108,600177,Italy
94485,"Bonzi, Benjamin",126,2211589,France
244416,"Zakharov, Alexey",673,47685,Russia
232036,"Boyer, Tristan",255,62218,USA
59702,"Haddad Maia, Beatriz",14,4773778,Brazil
19847,"Rus, Arantxa",43,2829122,Netherlands
66476,"Osaka, Naomi",747,17735841,Japan
60398,"Krejcikova, Barbora",12,9590742,Czech Republic
179146,"Kalinskaya, Anna",40,2330820,Russia
250279,"Fernandez, Leylah",33,3771748,Canada
19546,"Pavlyuchenkova, Anastasia",24,11151839,Russia
105463,"Bouzkova, Marie",35,3690695,Czech Republic
201239,"de Minaur, Alex",11,9856230,Australia
124930,"Safiullin, Roman",39,1820349,Russia
75813,"Zhang, Zhizhen",47,1727869,China
23581,"Dimitrov, Grigor",13,21225653,Bulgaria
167370,"Ruusuvuori, Emil",55,2939777,Finland
157456,"Davidovich Fokina, Alejandro",24,5005429,Spain
122368,"Griekspoor, Tallon",29,2871926,Netherlands
158896,"Hurkacz, Hubert",8,12051539,Poland
64580,"Ćorić, Borna",31,9933019,Croatia
18111,"Raonic, Milos",309,17158437,Canada
39711,"Duckworth, James",97,3025512,Australia
16375,"Evans, Daniel",44,6654625,United Kingdom
210490,"Kypson, Patrick",155,305368,USA
62790,"Lestienne, Constant",104,1386629,France
42379,"Giron, Marcos",52,3229383,USA
59281,"Nishioka, Yoshihito",77,4811615,Japan
237452,"Hijikata, Rinky",84,1311443,Australia
129368,"Koepfer, Dominik",59,2414310,Germany
218259,"Marozsan, Fabian",61,770319,Hungary
71250,"Frech, Magdalena",53,1730432,Poland
67757,"Pera, Bernarda",83,3223234,USA
72450,"Hibino, Nao",93,2452438,Japan
307383,"Shelbayh, Abedallah",187,328427,Jordan
83661,"Ymer, Elias",158,1538430,Sweden
26204,"Basilashvili, Nikoloz",766,7290013,Georgia
57759,"Oliveira, Gonçalo",216,404153,Portugal
172482,"Dougaz, Aziz",219,260608,Tunisia
163636,"Klein, Lukas",140,477664,Slovakia
16833,"Giannessi, Alessandro",234,1203112,Italy
145112,"Huesler, Marc-Andrea",199,1346146,Switzerland
58221,"O'Connell, Christopher",67,1915726,Australia
187236,"Galarneau, Alexis",206,212993,Canada
22956,"Berankis, Ričardas",258,4011967,Lithuania
48626,"Giustino, Lorenzo",330,749943,Italy
49663,"Escoffier, Antoine",180,349788,France
145122,"Martineau, Matteo",218,183683,France
383991,"Lajal, Mark",201,106970,Estonia
16327,"Copil, Marius",284,2273479,Romania
62404,"Otte, Oscar",288,2038897,Germany
235576,"Nakashima, Brandon",92,2696048,USA
65382,"Edmund, Kyle",406,5024088,United Kingdom
96859,"Lock, Benjamin",348,197289,Zimbabwe
202181,"Broom, Charles",333,117071,United Kingdom
41857,"Vesely, Jiri",283,5031428,Czech Republic
195179,"Oliel, Yshai",419,103888,Israel
49283,"Gerasimov, Egor",368,1689023,Belarus
121182,"Guinard, Manuel",260,468436,France
108559,"Taberner, Carlos",400,898393,Spain
205971,"Zuk, Kacper",409,302613,Poland
263699,"Strombachs, Robert",342,76823,Germany
81271,"Hemery, Calvin",220,475793,France
83397,"Ofner, Sebastian",38,1595439,Austria
221806,"Baez, Sebastian",30,2350064,Argentina
264372,"Díaz Acosta, Facundo",87,482303,Argentina
47975,"Hanfmann, Yannick",56,2131885,Germany
338500,"Fils, Arthur",36,1267825,France
51141,"Carballes Baena, Roberto",64,3634555,Spain
14548,"Wawrinka, Stan",60,30532312,Switzerland
15387,"Čilić, Marin",1044,26078913,Croatia
42152,"Napolitano, Stefano",204,547158,Italy
106153,"Dalla Valle, Enrico",266,96722,Italy
342835,"Kasnikowski, Maks",267,55781,Poland
141882,"Blancaneaux, Geoffrey",274,616160,France
94485,"Bonzi, Benjamin",126,2211589,France
207575,"Walton, Adam",153,199235,Australia
275471,"Schoolkate, Tristan",243,224177,Australia
288283,"Ogura, Kosuke",912,21425,Japan
260122,"Švrčina, Dalibor",174,386076,Czech Republic
298800,"Garkusha, Eva",974,12735,Russia
299524,"Scilipoti, Sebastianna",559,32364,Switzerland
252750,"Gola, Andrea",1031,11778,Italy
107429,"Turati, Anna",553,56366,Italy
189993,"Sarkisova, Karine",1271,11032,Russia
401341,"Ionescu, Iulia Andreea",1368,2782,Romania
296390,"Koevermans, Anouk",400,23884,Netherlands
386230,"Xu, Mingge",731,31066,United Kingdom
195315,"Glushko, Lina",410,96087,Israel
349089,"Prižmić, Dino",171,159958,Croatia
226805,"Cressy, Maxime",170,2216419,USA
170946,"Bergs, Zizou",132,639712,Belgium
117916,"Shapovalov, Denis",127,9299122,Canada
224121,"Sauvant, Chantal",616,34712,Germany
285228,"Girelli, Chiara",800,12500,Italy
284048,Middendorf Julia,368,50593,Germany
353488,Geerlings Martinez Ariana,794,6698,Spain
196442,"Kanev, Kathleen",421,37036,Germany
96237,"Pieri, Jessica",634,199970,Italy
96061,"Bandecchi, Susan",379,258533,Switzerland
168526,"Appleton, Emily",400,124520,United Kingdom
212809,"Parker, Stuart",733,97067,United Kingdom
289166,"Keller, Nadine",431,31911,Switzerland
288583,"Wilson, Emma",976,10539,United Kingdom
448232,"Nishimura, Kayo",827,5959,Japan
189578,"Karamoko, Naima",858,26333,Switzerland
246107,"Mariani, Matilde",970,9548,Italy
197536,"Hosoki, Yuka",878,22242,Japan
99775,"Saigo, Yukina",847,45048,Japan
71280,"Kokkinakis, Thanasi",79,3091796,Australia
118526,"Wolff, Vivian",363,28872,USA
47767,"Lamasine, Tristan",280,491058,France
391794,"Schiessl, Joao Eduardo",879,11098,Brazil
130722,"Lucero, Joel Angel",1443,1812,Argentina
221015,"Tenti, Fermin",896,57706,Argentina
261752,"Barreiros Reyes, Mateo",836,14638,Brazil
272506,"Saraiva dos Santos, Paulo André",967,17585,Brazil
270414,"Farjat, Tomas",638,41338,Argentina
221383,"Otegui, Juan Bautista",762,55264,Argentina
210981,"Tosetto, Rafael",987,7513,Brazil
205313,"Ayeni, Alafia",617,58751,USA
379442,"La Serna, Juan Manuel",910,11488,Argentina
243374,"Schachter, Noah",861,19017,USA
212596,"Segura, Matthew",1443,3113,USA
196958,"Salazar, Daniel",1338,3967,Colombia
25726,"Gomez, Juan Sebastian",964,99967,Colombia
422758,"Tonejc, Vito",907,9581,Croatia
241742,"Lyeons, Jaycer",961,4844,USA
207606,"Grant, William",777,10888,USA
133062,Goncalves Ceolin J.,1415,2338,Brazil
89476,"Wiersholm, Henrik",876,10208,USA
297976,"Stakusic, Marko",1369,9705,Canada
80725,"Altamirano, Collin",891,153716,USA
459965,"Quan, Rudy",1464,2470,USA
251784,"Maloney, Patrick",856,9221,USA
288611,"Reami, Adriana",650,34020,USA
130628,"Miroshnichenko, Veronica",312,49728,Russia
384697,"Cross, Kayla",676,31288,Canada
73500,"Loeb, Jamie",352,654055,USA
78785,"Rodriguez, Victoria",381,164666,Mexico
256533,"Curmi, Francesca",311,40401,Malta
92877,"Fossa Huergo, Nicole",577,40906,Italy
80723,"Herazo Gonzalez, Maria Fernanda",571,124999,Colombia
308084,"Darderi, Luciano",76,333347,Italy
48599,"Schwartzman, Diego",116,11621394,Argentina
95801,"Vavassori, Andrea",152,1085807,Italy
72248,"Varillas, Juan Pablo",85,1244734,Peru
186629,"Kirkin, Ergi",325,122578,Turkey
53183,"Ilkel, Cem",324,610630,Turkey
110707,"Pichler, David",596,130417,Austria
398740,"Shimanov, Ofek",842,7358,Israel
244424,"Naklo, Thasaporn",407,21126,Thailand
119496,"McPhee, Kaylah",373,196474,Australia
72868,"Liu, Fangzhou",444,415277,China
92667,"Castelnuovo, Luca",623,65301,Switzerland
221327,"Jeong, Yeongseok",790,17128,South Korea
231597,"Imamura, Saki",456,36731,Japan
274747,"Vlasselaer , Clara",485,29129,Belgium
194206,"Sukhotina, Anastasia",701,42338,Russia
215307,"Feng, Shuo",788,38423,China
238735,"M Rifqi, Fitriadi",567,16877,Indonesia
191769,"Shimizu, Ayano",323,197246,Japan
207065,"Shimizu, Eri",491,36437,Japan
59310,"Caruso, Salvatore",291,1650433,Italy
355525,"Collignon, Raphael",448,92482,Belgium
284517,"Vanshelboim, Eric",362,71528,Ukraine
207034,"Tseng, Chun Hsin",278,708178,Chinese Taipei
17080,"Tomić, Bernard",273,5291058,Australia
244416,"Zakharov, Alexey",673,47685,Russia
289233,"Nardi, Luca",108,600177,Italy
215205,"Zhu, Michael",864,41660,USA
373036,"Di Girolami, Tilwith",774,18344,Belgium
232108,"Marandel, Lola",1208,9752,France
64718,"Sugnaux, Tess",1248,82210,Switzerland
310575,"Chen, Meng Yi",949,7693,China
198725,"Dussin, Louis",1029,23691,France
66516,"Ayukawa, Mana",906,94085,Japan
396013,"Tammaro, Mariano",1011,4880,Italy
228123,"Voracek, Eva Marie",1182,6361,Germany
153860,"Trevisan, Martina",58,3076902,Italy
251835,"Thurner, Noah",1481,865,Germany
339765,"Kudriashov, Igor",963,8078,Russia
145118,"Tessa, Louis",905,36276,France
231562,"Palosi, Stefan",939,38288,Romania
208824,"Andreev, Adrian",265,272948,Bulgaria
169630,"Curras Abasolo, Tomas",991,8162,Spain
223481,"de Krom, Michiel",776,39106,Netherlands
163094,"Shaw, Michael",1167,9603,United Kingdom
52057,"Sell, Karue",666,32185,Brazil
53483,"Masur, Daniel",398,565103,Germany
227447,"Compagnucci, Tommaso",603,30104,Italy
187892,"Furness, Evan",520,224456,France
245547,"Steinegger, Yannik",951,28447,Switzerland
256756,"Lane, Lewie",718,16286,Germany
414229,"Agwi, Michael",935,5618,Ireland
