player_id,height
126402,1.88
329533,1.8
165198,1.85
330085,1.78
107429,
202572,1.85
412849,
177686,1.78
296802,1.91
145112,1.96
26203,1.85
269909,1.75
342875,
158636,
63220,
232459,
236833,
238867,1.85
350691,
197516,2.01
199408,
100097,1.85
351300,1.96
267576,1.88
277187,
348712,
130624,1.72
92442,1.68
75281,1.73
275105,
230344,1.93
168526,
241718,1.78
287803,1.83
62790,1.8
64580,1.88
131442,1.88
22218,1.96
117916,1.85
264344,1.85
264344,1.85
283070,1.88
39712,1.88
46390,1.83
32466,1.68
79467,1.83
66874,1.78
39712,1.88
237452,1.78
217464,1.68
290569,1.91
39711,1.83
334293,1.91
36678,1.88
65016,1.75
63642,1.88
333007,1.88
232057,1.85
22970,1.85
197446,1.83
57155,1.98
132558,1.83
200159,1.91
36300,1.85
16683,1.83
390214,1.91
36300,1.85
204776,1.93
166198,1.8
54975,1.78
264978,1.83
54573,1.8
44549,1.85
48225,1.73
380044,1.8
306421,1.72
23082,1.68
256104,1.7
46304,1.76
48455,1.69
220801,1.78
210831,1.75
189986,1.75
72376,1.74
19546,1.76
78551,1.79
64496,1.77
318575,
227431,1.82
52025,1.7
23082,1.68
206568,1.76
210831,1.75
273680,1.83
108565,1.83
105607,1.96
62404,1.93
258908,1.8
19704,1.81
189986,1.75
277187,
155556,
204006,1.91
350691,
281443,1.83
268808,
199378,1.7
372053,
199408,
232459,
348987,
223563,
78419,1.7
217883,1.93
205971,1.83
213081,1.98
141892,1.66
339457,
373201,1.83
130628,
55309,
92879,1.71
98607,1.85
305745,
112957,1.68
207654,
182056,
165866,
94779,
64968,1.83
189831,1.93
93661,
99429,
208613,
375538,
478938,
274033,
237045,1.8
228644,
329533,1.8
19957,1.85
302539,
55885,
420871,
318710,
208061,
62000,
373035,
389513,
161448,1.93
55745,1.93
118040,1.8
267576,1.88
355527,1.8
105063,1.7
377989,
387966,
303360,
71034,1.79
108621,
168526,
160364,
244419,1.78
71484,1.75
71484,1.75
201870,
92879,1.71
222826,1.7
200757,
248329,
89566,
189311,1.75
224033,1.63
138452,1.7
297194,
238275,
376006,
314519,
41359,1.73
383987,1.8
213076,1.88
244423,
445463,
274685,
221362,
207065,
72634,
238867,1.85
215719,
342909,1.93
284553,
425525,1.78
217150,
338890,1.88
339443,
232615,1.85
300989,
396821,
265670,
280123,
248273,
369438,
192406,
217835,1.83
65606,1.91
420979,
301521,
326246,1.88
329139,
269873,1.83
400491,
57155,1.98
48318,1.77
326110,1.73
371052,
253366,1.91
263653,
339765,
383652,
247858,1.78
130624,1.72
215205,1.75
311586,1.85
194136,1.93
362567,
377363,1.88
212809,1.85
95939,1.88
62000,
118052,1.78
451884,
268808,
266466,
256533,
198121,
342875,
204764,1.93
64968,1.83
277187,
179262,1.96
326524,1.98
335085,
155556,
88318,
168526,
256756,1.83
223563,
256098,
280202,
233214,
108621,
479888,
141892,1.66
51943,
297194,
406665,
75813,1.93
450685,1.93
81041,1.75
138966,1.83
17046,1.8
257637,1.85
231597,
238275,
221362,
138452,1.7
198223,1.8
149100,1.8
207065,
369438,
338890,1.88
189540,1.88
108767,1.83
114885,1.73
383987,1.8
280123,
213076,1.88
274685,
199378,1.7
190208,
78419,1.7
326246,1.88
122368,1.88
329816,1.85
42029,1.8
198121,
234320,
207654,
284553,
234309,
118040,1.8
179262,1.96
339443,
336308,
81275,1.7
228644,
460257,
71034,1.79
383652,
100341,
303360,
48318,1.77
19957,1.85
377363,1.88
165866,
244410,1.88
192013,1.93
273680,1.83
77223,1.85
273680,1.83
192013,1.93
131442,1.88
163480,1.96
264358,1.88
46390,1.83
66874,1.78
80665,1.88
58369,1.83
233126,1.7
66874,1.78
52276,1.88
36595,1.8
63642,1.88
290569,1.91
77007,1.83
210490,1.88
255993,1.83
386194,1.85
235576,1.88
62404,1.93
235576,1.88
300293,1.83
47767,1.83
55067,1.85
51345,2.03
197446,1.83
36300,1.85
209103,1.88
264978,1.83
69500,1.88
76515,1.91
69500,1.88
163528,1.85
315774,1.78
196122,1.85
144102,1.88
318574,
264980,1.66
50641,1.79
206568,1.76
110055,1.7
252168,1.82
97995,1.78
45545,1.63
172590,1.75
256104,1.7
19546,1.76
45584,1.73
50641,1.79
227431,1.82
45584,1.73
67759,1.75
67759,1.75
248329,
248326,
308404,1.71
197546,1.85
399603,1.88
297368,1.78
136042,1.96
136042,1.96
195840,1.96
195840,1.96
100341,
92442,1.68
217883,1.93
348712,
334273,
373201,1.83
336308,
165866,
65656,1.7
275105,
111879,
130628,
75281,1.73
377065,
118526,
51315,
256081,
224033,1.63
420969,
420969,
384145,2.03
384145,2.03
238147,
156826,1.85
156826,1.85
238147,
53183,1.85
241718,1.78
241718,1.78
53183,1.85
52533,1.7
87834,
58267,
376006,
158896,1.96
158896,1.96
342835,1.78
342835,1.78
293868,
327924,1.75
288465,1.83
59281,1.7
59281,1.7
157302,1.8
157302,1.8
126402,1.88
157462,1.88
329533,1.8
311586,1.85
165198,1.85
330085,1.78
107429,
202572,1.85
412849,
177686,1.78
115463,1.91
296802,1.91
215205,1.75
145112,1.96
321788,1.91
289156,
26203,1.85
269909,1.75
26203,1.85
269909,1.75
342875,
158636,
280837,
63220,
290001,
302582,1.88
47603,1.83
47603,1.83
232459,
46391,1.93
129368,1.8
46391,1.93
236833,
163636,1.93
145130,1.78
145130,1.78
238867,1.85
350691,
263699,1.91
236825,1.85
197516,2.01
197516,2.01
199408,
100097,1.85
351300,1.96
267576,1.88
277187,
64315,
37785,1.85
125006,1.85
348712,
225273,1.98
201885,1.93
130624,1.72
92442,1.68
399603,1.88
75281,1.73
275105,
94747,1.83
275530,
230344,1.93
111879,
97977,1.75
97647,1.8
297368,1.78
168526,
51315,
248326,
241718,1.78
87834,
15894,1.8
335102,1.78
96859,1.98
155860,1.93
406665,
53183,1.85
221362,
293868,
338890,1.88
202572,1.85
179262,1.96
135786,1.93
323244,1.91
52244,1.8
58877,1.88
258324,1.91
228739,1.88
126402,1.88
100097,1.85
63090,1.91
158636,
329533,1.8
274685,
238735,1.75
43748,1.85
383652,
170946,1.85
48318,1.77
342875,
318575,
197535,1.64
99131,1.76
247791,1.7
58515,1.78
40994,1.66
306421,1.72
311012,1.85
41404,1.7
67757,1.76
303360,
45545,1.63
273308,
272473,
302007,
52388,1.64
195315,
405545,
231208,
250934,1.83
71284,
51651,
46528,1.74
47985,
50901,1.91
275105,
227014,
49171,1.7
447324,
160364,
90814,1.7
129534,1.8
207593,
195334,1.73
136042,1.96
399603,1.88
377363,1.88
72230,1.83
18298,1.72
197535,1.64
47810,1.7
108709,1.8
168420,1.8
478938,
289156,
115463,1.91
129368,1.8
287803,1.83
62790,1.8
64580,1.88
64580,1.88
248846,1.78
283070,1.88
264344,1.85
283070,1.88
58369,1.83
39712,1.88
46390,1.83
32466,1.68
79467,1.83
79467,1.83
290569,1.91
36678,1.88
334293,1.91
39711,1.83
334293,1.91
232057,1.85
63642,1.88
232057,1.85
22970,1.85
197446,1.83
300293,1.83
57155,1.98
132558,1.83
36300,1.85
36300,1.85
132558,1.83
200159,1.91
200159,1.91
144102,1.88
54573,1.8
298057,1.75
54975,1.78
264978,1.83
54573,1.8
377489,1.91
48225,1.73
23082,1.68
210831,1.75
189986,1.75
72376,1.74
78551,1.79
64496,1.77
318575,
227431,1.82
64496,1.77
52025,1.7
78551,1.79
23082,1.68
206568,1.76
318575,
52025,1.7
210831,1.75
50641,1.79
92879,1.71
98607,1.85
19957,1.85
161448,1.93
355527,1.8
71484,1.75
339443,
232615,1.85
339443,
232615,1.85
192406,
263653,
377363,1.88
62000,
64968,1.83
326524,1.98
155556,
88318,
168526,
223563,
280202,
233214,
108621,
479888,
141892,1.66
51943,
297194,
406665,
75813,1.93
450685,1.93
450685,1.93
75813,1.93
81041,1.75
138966,1.83
81041,1.75
138966,1.83
17046,1.8
257637,1.85
17046,1.8
257637,1.85
231597,
238275,
221362,
138452,1.7
149100,1.8
198223,1.8
198223,1.8
149100,1.8
207065,
369438,
338890,1.88
212809,1.85
108767,1.83
189540,1.88
189540,1.88
108767,1.83
114885,1.73
153826,1.78
172482,1.88
383987,1.8
217835,1.83
280123,
213076,1.88
274685,
199378,1.7
190208,
78419,1.7
326246,1.88
369288,1.78
122368,1.88
102339,1.91
333518,
329816,1.85
42029,1.8
42029,1.8
329816,1.85
198121,
234320,
478938,
207654,
387966,
83661,1.85
83661,1.85
152726,1.91
284553,
47770,1.88
218259,1.93
218259,1.93
234309,
198592,1.83
39234,1.83
198592,1.83
118040,1.8
179262,1.96
96239,1.85
119248,1.83
232615,1.85
339443,
336308,
81275,1.7
228644,
460257,
71034,1.79
154744,
167370,1.88
229218,1.93
383652,
187218,1.83
217437,1.91
100341,
303360,
197546,1.85
48318,1.77
19957,1.85
326524,1.98
64968,1.83
377363,1.88
51836,1.93
377065,
16779,1.93
280151,2.03
233214,
165866,
141892,1.66
248329,
244410,1.88
138452,1.7
163996,1.88
204329,1.78
162638,
289106,1.91
297194,
244410,1.88
52533,1.7
327924,1.75
177686,1.78
326246,1.88
351300,1.96
182875,1.83
105375,1.85
17600,
322022,1.78
22956,1.75
118040,1.8
165198,1.85
51009,1.83
412849,
213076,1.88
284553,
414229,
234309,
15387,1.98
63220,
100341,
274049,1.79
105463,1.8
425590,
103375,
45139,1.78
110055,1.7
123824,1.78
45902,1.74
91960,1.7
60392,1.76
410065,
71034,1.79
124804,1.86
230984,
82609,1.64
58267,
198209,
25831,1.82
459474,
196050,
157672,1.72
188555,
193083,
50915,1.69
221012,1.85
199408,
183861,1.65
338897,
18808,1.73
53789,1.75
46661,1.62
246159,
336222,
390231,
154570,1.88
267576,1.88
94747,1.83
244410,1.88
274049,1.79
41524,1.63
338897,
332584,1.91
306078,
154744,
387966,
212809,1.85
205795,1.8
273680,1.83
192013,1.93
131442,1.88
163480,1.96
64580,1.88
163480,1.96
58369,1.83
46390,1.83
66874,1.78
334293,1.91
36595,1.8
63642,1.88
210490,1.88
290569,1.91
210490,1.88
235576,1.88
235576,1.88
51345,2.03
197446,1.83
235576,1.88
36300,1.85
209103,1.88
264978,1.83
69500,1.88
76515,1.91
196122,1.85
196122,1.85
264978,1.83
172590,1.75
256104,1.7
19546,1.76
50641,1.79
227431,1.82
45584,1.73
67759,1.75
45584,1.73
19546,1.76
67759,1.75
67759,1.75
136042,1.96
195840,1.96
420969,
384145,2.03
156826,1.85
238147,
53183,1.85
241718,1.78
158896,1.96
342835,1.78
288465,1.83
59281,1.7
157302,1.8
157462,1.88
157462,1.88
311586,1.85
115463,1.91
215205,1.75
321788,1.91
145112,1.96
145112,1.96
321788,1.91
289156,
26203,1.85
26203,1.85
269909,1.75
280837,
290001,
302582,1.88
302582,1.88
47603,1.83
47603,1.83
46391,1.93
129368,1.8
129368,1.8
46391,1.93
163636,1.93
145130,1.78
163636,1.93
145130,1.78
263699,1.91
263699,1.91
236825,1.85
236825,1.85
197516,2.01
199408,
64315,
37785,1.85
37785,1.85
125006,1.85
125006,1.85
225273,1.98
201885,1.93
201885,1.93
225273,1.98
399603,1.88
275105,
94747,1.83
275530,
230344,1.93
111879,
97647,1.8
97977,1.75
97977,1.75
97647,1.8
297368,1.78
168526,
51315,
248326,
87834,
335102,1.78
15894,1.8
15894,1.8
335102,1.78
96859,1.98
155860,1.93
96859,1.98
155860,1.93
406665,
53183,1.85
221362,
293868,
338890,1.88
202572,1.85
179262,1.96
135786,1.93
323244,1.91
58877,1.88
52244,1.8
323244,1.91
58877,1.88
135786,1.93
52244,1.8
258324,1.91
258324,1.91
228739,1.88
126402,1.88
100097,1.85
49172,1.75
63090,1.91
49172,1.75
158636,
195179,1.88
195179,1.88
124708,
329533,1.8
274685,
238735,1.75
238735,1.75
83397,1.91
83397,1.91
43748,1.85
383652,
170946,1.85
45258,1.91
48318,1.77
342875,
318575,
197535,1.64
99131,1.76
247791,1.7
58515,1.78
40994,1.66
306421,1.72
311012,1.85
41404,1.7
67757,1.76
303360,
45545,1.63
273308,
272473,
302007,
52388,1.64
195315,
405545,
231208,
250934,1.83
71284,
51651,
46528,1.74
47985,
253842,1.85
16327,1.91
253842,1.85
229275,1.75
50901,1.91
336621,1.85
59984,
44547,1.75
372348,1.88
275105,
158912,1.93
15795,1.83
227014,
49171,1.7
447324,
332985,1.73
155890,1.64
160364,
46465,1.7
90814,1.7
129534,1.8
207593,
215166,
195334,1.73
165866,
72248,1.85
322082,1.83
136042,1.96
51323,1.88
399603,1.88
207089,1.88
377065,
377363,1.88
248326,
44549,1.85
185434,1.91
16833,1.85
169486,1.75
54975,1.78
146040,1.91
303307,1.75
76515,1.91
87834,
72230,1.83
18298,1.72
197535,1.64
43206,1.69
407597,
70794,
451614,
288499,
191092,
159956,
208604,
405033,
246283,
288474,
179248,
336819,
47810,1.7
329507,1.85
196903,1.73
215666,1.73
119118,1.75
92779,1.88
66874,1.78
214247,1.85
367815,1.75
233138,1.91
388080,1.88
154490,1.78
224087,1.7
193083,
179262,1.96
108709,1.8
383652,
196050,
51651,
293868,
52388,1.64
168420,1.8
126402,1.88
158636,
478938,
289156,
177686,1.78
115463,1.91
247791,1.7
246159,
231208,
311586,1.85
180984,1.91
192275,1.8
92667,1.85
191056,1.75
351204,1.83
246084,
54903,1.91
205777,1.73
214341,1.88
97363,1.85
170964,1.78
221211,1.88
349488,1.91
58515,1.78
311012,1.85
99131,1.76
67757,1.76
50915,1.69
46391,1.93
275105,
267576,1.88
154744,
341820,1.8
90814,1.7
195334,1.73
47810,1.7
129368,1.8
124804,1.86
215166,
385832,
289164,
353490,
204755,
284553,
234320,
118058,
231594,
332984,
371872,
189993,
306452,
217150,
160022,
455688,
329139,
245561,
220540,
188493,
289153,
371052,
121248,1.85
171026,
416482,
160530,
445463,
420979,
38674,
79597,1.78
392635,
305014,1.78
383066,
405085,
36593,1.88
311586,1.85
155890,1.64
63220,
164010,1.93
265632,
266466,
152896,1.85
383428,
237045,1.8
425537,
182086,1.8
340531,
228644,
268807,
280123,
391007,
100093,1.8
193230,1.83
228662,
215719,
245105,
291010,1.85
277187,
222299,
233010,
320723,
296354,
20001,
20347,1.7
216457,
326111,1.8
243925,1.91
250857,1.83
57155,1.98
264358,1.88
265438,1.85
377356,
234888,
169370,
289173,1.85
108701,
63238,
47801,1.72
19329,1.77
44236,
200778,
106141,
192341,
52735,1.62
110215,
18092,1.7
135828,
60614,1.88
205971,1.83
267242,1.78
222958,1.93
49660,1.8
121022,
460291,
379585,
195817,1.83
298618,1.7
339765,
445464,
47969,
478921,
98751,
349923,
414904,
192342,1.83
385294,
362043,
232087,
373196,
166074,
281477,
377410,
255461,
382361,
66874,1.78
90798,1.91
145936,1.91
448140,
312761,1.73
78793,1.83
64580,1.88
248846,1.78
283070,1.88
264344,1.85
283070,1.88
192013,1.93
79467,1.83
58369,1.83
79467,1.83
36595,1.8
36678,1.88
334293,1.91
39711,1.83
39711,1.83
232057,1.85
300293,1.83
197446,1.83
36300,1.85
132558,1.83
200159,1.91
200159,1.91
200159,1.91
144102,1.88
54573,1.8
298057,1.75
377489,1.91
298057,1.75
54573,1.8
64496,1.77
52025,1.7
78551,1.79
206568,1.76
318575,
52025,1.7
210831,1.75
318575,
64496,1.77
50641,1.79
64496,1.77
232615,1.85
339443,
450685,1.93
75813,1.93
81041,1.75
138966,1.83
17046,1.8
257637,1.85
149100,1.8
198223,1.8
212809,1.85
108767,1.83
189540,1.88
153826,1.78
153826,1.78
172482,1.88
172482,1.88
217835,1.83
369288,1.78
122368,1.88
102339,1.91
122368,1.88
102339,1.91
333518,
329816,1.85
42029,1.8
329816,1.85
478938,
387966,
152726,1.91
83661,1.85
83661,1.85
152726,1.91
47770,1.88
218259,1.93
47770,1.88
218259,1.93
198592,1.83
39234,1.83
39234,1.83
198592,1.83
96239,1.85
119248,1.83
96239,1.85
119248,1.83
232615,1.85
336308,
154744,
229218,1.93
167370,1.88
167370,1.88
229218,1.93
187218,1.83
217437,1.91
187218,1.83
217437,1.91
197546,1.85
19957,1.85
326524,1.98
64968,1.83
377363,1.88
51836,1.93
51836,1.93
377065,
16779,1.93
280151,2.03
16779,1.93
280151,2.03
233214,
165866,
141892,1.66
248329,
138452,1.7
163996,1.88
204329,1.78
163996,1.88
204329,1.78
162638,
162638,
289106,1.91
289106,1.91
297194,
244410,1.88
52533,1.7
327924,1.75
177686,1.78
326246,1.88
351300,1.96
182875,1.83
105375,1.85
17600,
17600,
182875,1.83
105375,1.85
322022,1.78
22956,1.75
22956,1.75
118040,1.8
165198,1.85
51009,1.83
51009,1.83
331896,1.8
412849,
372312,1.93
254742,1.85
254742,1.85
213076,1.88
284553,
414229,
200852,1.93
414229,
234309,
15387,1.98
207081,1.88
63220,
100341,
274049,1.79
105463,1.8
425590,
103375,
45139,1.78
110055,1.7
123824,1.78
45902,1.74
91960,1.7
60392,1.76
410065,
71034,1.79
124804,1.86
230984,
82609,1.64
58267,
198209,
25831,1.82
459474,
196050,
157672,1.72
188555,
193083,
50915,1.69
330492,
122366,1.93
122366,1.93
169496,1.96
221012,1.85
392072,1.85
82133,1.93
452586,
240797,1.85
199408,
326949,1.83
183861,1.65
338897,
18808,1.73
198197,
46650,
53789,1.75
150574,1.75
46661,1.62
246159,
336222,
390231,
64968,1.83
102151,1.88
89632,1.98
154570,1.88
303122,1.91
202136,1.83
267576,1.88
80491,1.85
386107,1.88
51315,
94747,1.83
233214,
66086,1.78
38183,1.83
308084,1.83
55787,1.78
287181,1.83
175014,1.8
221515,1.85
43761,1.83
406665,
244410,1.88
274049,1.79
41524,1.63
390973,
276809,
322021,
136372,
253353,
138452,1.7
333770,
37638,
391100,
216008,
338897,
244418,1.8
396118,1.88
244985,1.73
236795,1.88
192256,1.85
270399,1.8
50148,1.83
215663,1.73
248232,1.75
197935,1.78
255992,1.8
272473,
202572,1.85
332584,1.91
100341,
230984,
195315,
52533,1.7
302007,
306078,
100097,1.85
274685,
154744,
387966,
329533,1.8
212809,1.85
197535,1.64
183861,1.65
157672,1.72
215205,1.75
269291,1.83
111857,1.8
378554,1.88
192272,1.78
181384,1.78
76251,1.85
60584,
156826,1.85
339989,1.85
244416,1.85
284517,1.88
97231,1.88
306421,1.72
110055,1.7
274049,1.79
60392,1.76
405545,
199661,1.83
71034,1.79
94747,1.83
289156,
165234,1.85
18808,1.73
53789,1.75
336222,
205795,1.8
41404,1.7
150574,1.75
414969,
339767,
395238,
214009,
379483,
407382,
317520,
392652,
351301,
244421,1.8
329533,1.8
222977,
107429,
288841,
341859,
252750,1.83
341203,
263720,
191637,1.8
248227,
298800,
132412,1.76
248446,1.75
261714,
25822,
299618,
376421,
412849,
49638,1.91
394626,
275069,1.75
278083,
20158,1.68
229887,
205795,1.8
115463,1.91
198197,
165866,
257517,1.93
227434,
396821,
390946,
189604,
420914,
340528,
277721,
274033,
350691,
247858,1.78
326110,1.73
238867,1.85
425525,1.78
308287,
342249,
207083,1.85
230339,1.78
217838,1.83
254264,
215722,1.78
337458,
157706,
372053,
274747,
233694,
213927,
289166,
288583,
161270,
377406,
44553,1.88
205906,1.73
25838,1.8
226805,2.01
51345,2.03
308249,
405556,
394384,
338893,
460257,
386201,
245307,
413166,
301488,
67430,1.66
54983,
391086,
207654,
224055,
421693,
233686,
180946,1.93
417200,
59522,
372310,1.83
138712,1.88
226833,1.78
202181,1.78
220541,1.8
116640,1.8
249463,1.78
399579,
212809,1.85
193712,1.98
138714,
286552,
401472,
217141,
408582,
369288,1.78
210540,
416458,
314394,
277240,
152054,
189831,1.93
389553,1.83
308077,1.63
280198,
283488,1.85
231562,1.8
245531,1.85
394432,
227154,
248845,1.8
119144,1.88
207034,1.75
395994,
54983,
317445,
199395,1.78
414229,
163480,1.96
64580,1.88
163480,1.96
58369,1.83
334293,1.91
334293,1.91
210490,1.88
235576,1.88
235576,1.88
36300,1.85
196122,1.85
264978,1.83
196122,1.85
45584,1.73
19546,1.76
67759,1.75
67759,1.75
238147,
157302,1.8
157462,1.88
321788,1.91
145112,1.96
269909,1.75
302582,1.88
47603,1.83
129368,1.8
46391,1.93
163636,1.93
145130,1.78
263699,1.91
236825,1.85
37785,1.85
125006,1.85
201885,1.93
225273,1.98
97647,1.8
97977,1.75
335102,1.78
15894,1.8
155860,1.93
96859,1.98
58877,1.88
323244,1.91
135786,1.93
52244,1.8
228739,1.88
258324,1.91
228739,1.88
49172,1.75
63090,1.91
63090,1.91
49172,1.75
195179,1.88
124708,
195179,1.88
124708,
238735,1.75
83397,1.91
83397,1.91
43748,1.85
43748,1.85
170946,1.85
170946,1.85
45258,1.91
45258,1.91
48318,1.77
67757,1.76
303360,
16327,1.91
253842,1.85
16327,1.91
253842,1.85
50901,1.91
229275,1.75
50901,1.91
229275,1.75
336621,1.85
59984,
336621,1.85
59984,
44547,1.75
372348,1.88
275105,
15795,1.83
158912,1.93
158912,1.93
15795,1.83
332985,1.73
155890,1.64
160364,
46465,1.7
207593,
215166,
195334,1.73
165866,
72248,1.85
322082,1.83
72248,1.85
266259,1.83
51323,1.88
51323,1.88
399603,1.88
207089,1.88
207089,1.88
377065,
248326,
44549,1.85
185434,1.91
16833,1.85
169486,1.75
54975,1.78
146040,1.91
303307,1.75
76515,1.91
87834,
43206,1.69
407597,
70794,
451614,
288499,
191092,
159956,
208604,
405033,
246283,
288474,
179248,
336819,
329507,1.85
196903,1.73
215666,1.73
32466,1.68
299481,1.91
302567,1.96
177644,1.7
119140,1.91
119118,1.75
92779,1.88
66874,1.78
233126,1.7
214247,1.85
367815,1.75
233138,1.91
388080,1.88
154490,1.78
224087,1.7
193083,
179262,1.96
383652,
196050,
51651,
293868,
52388,1.64
126402,1.88
158636,
478938,
289156,
177686,1.78
115463,1.91
247791,1.7
261015,1.85
246159,
231208,
311586,1.85
223148,1.82
19728,1.76
180984,1.91
192275,1.8
92667,1.85
191056,1.75
191842,1.83
42152,1.96
351204,1.83
246084,
54903,1.91
205777,1.73
214341,1.88
97363,1.85
170964,1.78
245513,1.85
175070,1.83
221211,1.88
349488,1.91
58515,1.78
311012,1.85
99131,1.76
67757,1.76
50915,1.69
46391,1.93
252168,1.82
60276,1.7
49171,1.7
213943,1.7
275105,
267576,1.88
154744,
341820,1.8
90814,1.7
195334,1.73
47810,1.7
124804,1.86
252168,1.82
215166,
44549,1.85
385832,
289164,
353490,
204755,
284553,
234320,
118058,
231594,
332984,
371872,
189993,
306452,
217150,
160022,
455688,
329139,
245561,
220540,
188493,
289153,
371052,
121248,1.85
171026,
416482,
160530,
445463,
420979,
38674,
79597,1.78
392635,
305014,1.78
383066,
405085,
36593,1.88
311586,1.85
155890,1.64
63220,
164010,1.93
281443,1.83
265632,
266466,
152896,1.85
383428,
237045,1.8
425537,
400523,
182086,1.8
340531,
228644,
268807,
280123,
391007,
100093,1.8
193230,1.83
228662,
215719,
245105,
291010,1.85
55787,1.78
270439,
277187,
386231,
222299,
103549,
233010,
320723,
296354,
384606,
20001,
197556,
20347,1.7
216457,
107357,1.96
326111,1.8
248846,1.78
243925,1.91
250857,1.83
57155,1.98
264358,1.88
193644,1.85
265438,1.85
377356,
234888,
169370,
289173,1.85
192346,
300959,
18809,1.65
108701,
63238,
65128,
47801,1.72
19329,1.77
44236,
200778,
373288,
106141,
192341,
210114,
288575,
52735,1.62
110215,
383992,
18092,1.7
196929,1.93
161448,1.93
135828,
60614,1.88
205971,1.83
245110,1.85
267242,1.78
145108,1.75
222958,1.93
49660,1.8
38183,1.83
121022,
460291,
379585,
195817,1.83
298618,1.7
339765,
445464,
47969,
478921,
98751,
349923,
414904,
192342,1.83
385294,
362043,
232087,
373196,
166074,
281477,
377410,
255461,
382361,
49663,1.85
208824,1.8
43761,1.83
233214,
46591,1.79
283655,
160190,
314519,
390986,
38493,1.88
36678,1.88
16192,1.85
63642,1.88
417424,1.75
36595,1.8
38517,1.78
309157,1.83
288611,
367819,
164852,
406219,
122654,
80723,1.67
210225,
90274,
58483,
201870,
200757,
92877,
137990,
236795,1.88
50148,1.83
66874,1.78
197935,1.78
270399,1.8
329507,1.85
407597,
336819,
70794,
179248,
246283,
288474,
90798,1.91
119144,1.88
145936,1.91
54903,1.91
288499,
191056,1.75
244416,1.85
97363,1.85
92667,1.85
230984,
351204,1.83
448140,
312761,1.73
445463,
420979,
49638,1.91
412849,
298800,
38674,
263720,
220540,
234320,
231594,
79597,1.78
455688,
392635,
306452,
284553,
118058,
289164,
353490,
171026,
289153,
305014,1.78
18092,1.7
78793,1.83
44547,1.75
372348,1.88
316900,
51345,2.03
44553,1.88
245307,
311012,1.85
212808,1.85
394384,
386201,
135084,1.85
265438,1.85
233686,
53671,1.83
327922,1.85
316904,
44236,
173542,1.75
54983,
192341,
280125,1.78
245547,1.88
180946,1.93
405556,
19329,1.77
205971,1.83
398789,
305443,
479171,
229887,
236918,
329809,
396094,
57703,1.85
245110,1.85
49660,1.8
157706,
233694,
216457,
20347,1.7
384606,
296354,
245105,
291010,1.85
100093,1.8
215719,
228662,
215722,1.78
217838,1.83
255373,
107357,1.96
182086,1.8
340531,
245059,
425537,
152896,1.85
265632,
189995,1.79
205890,
400523,
