match_id,slug
12126792,round-of-32
12126794,round-of-32
12126830,round-of-32
12126833,round-of-32
12126834,round-of-32
12126838,round-of-32
12126914,qualification-round-1
12126926,round-of-32
12126927,round-of-32
12126928,round-of-32
12126929,round-of-32
12127034,round-of-32
12127039,round-of-32
12127040,round-of-32
12127041,round-of-32
12127043,round-of-32
12127047,round-of-32
12127055,qualification-round-1
12127059,round-of-32
12127060,round-of-32
12127061,round-of-32
12127062,round-of-32
12127063,round-of-32
12127064,round-of-32
12127065,round-of-32
12127066,round-of-32
12127111,round-of-32
12127196,round-of-32
12127199,round-of-32
12127200,round-of-32
12127207,round-of-32
12127283,round-of-64
12127294,round-of-64
12127295,round-of-32
12127296,round-of-32
12127300,round-of-32
12127305,round-of-64
12127307,round-of-32
12127308,round-of-32
12127309,round-of-64
12127311,round-of-64
12127312,round-of-64
12127313,round-of-64
12127316,round-of-64
12127451,round-of-32
12127453,round-of-32
12127454,round-of-32
12127456,round-of-32
12127457,round-of-32
12127458,round-of-32
12127471,round-of-32
12127472,round-of-32
12127473,round-of-32
12127474,round-of-32
12127475,round-of-32
12127612,round-of-32
12127613,round-of-32
12127619,round-of-32
12127620,round-of-32
12127621,round-of-32
12127622,round-of-32
12127624,round-of-32
12127625,round-of-32
12127626,round-of-32
12127628,round-of-32
12127631,round-of-32
12127634,round-of-32
12127637,round-of-32
12127639,round-of-32
12127642,round-of-32
12127647,round-of-32
12127649,round-of-32
12127650,round-of-32
12127723,round-of-32
12127725,round-of-32
12127726,round-of-32
12127729,round-of-32
12127731,round-of-32
12127732,round-of-32
12127733,round-of-32
12127735,round-of-32
12127736,round-of-32
12127737,round-of-32
12127738,round-of-32
12127739,round-of-32
12127740,round-of-32
12127742,round-of-32
12127743,round-of-32
12127744,round-of-32
12127745,round-of-32
12127747,round-of-32
12127748,round-of-32
12127753,round-of-32
12127755,round-of-32
12127757,round-of-32
12127758,round-of-32
12127760,round-of-32
12127761,round-of-32
12127763,round-of-32
12127765,round-of-32
12127767,round-of-32
12127769,round-of-32
12127770,round-of-32
12127771,round-of-32
12127772,round-of-32
12127773,round-of-32
12127774,round-of-32
12127776,round-of-32
12127777,round-of-32
12127778,round-of-32
12127779,round-of-32
12127780,round-of-32
12127782,round-of-32
12127784,round-of-32
12127787,round-of-32
12127800,round-of-32
12127802,round-of-32
12127805,round-of-32
12127806,round-of-32
12127807,round-of-32
12127808,round-of-32
12127810,round-of-32
12127818,round-of-32
12128055,round-of-32
12128056,round-of-32
12128057,round-of-32
12128059,round-of-32
12128176,qualification-round-2
12128177,qualification-round-2
12128178,qualification-round-2
12128179,qualification-round-2
12128180,qualification-round-2
12128181,qualification-round-2
12128182,qualification-round-2
12128183,qualification-round-2
12128184,qualification-round-2
12128208,qualification-round-2
12128209,qualification-round-2
12128210,qualification-round-2
12128216,qualification-round-2
12128217,qualification-round-2
12128218,qualification-round-2
12128221,qualification-round-2
12128223,qualification-round-2
12128236,round-of-32
12128237,round-of-32
12128238,round-of-32
12128239,round-of-32
12128240,round-of-32
12128241,round-of-32
12128242,round-of-32
12128243,round-of-32
12128244,round-of-32
12128247,round-of-32
12128248,round-of-32
12128249,round-of-32
12128250,round-of-32
12128257,round-of-32
12128258,round-of-32
12128259,round-of-32
12128260,round-of-32
12128261,round-of-32
12128262,round-of-32
12128263,round-of-32
12128264,round-of-32
12128265,round-of-32
12128266,round-of-32
