player_id,plays
192342,right-handed
138714,
221399,
339765,
298618,
382361,
460291,
121022,
290001,
193712,left-handed
373196,
50901,right-handed
63238,
322082,
300959,
186264,
300247,
130722,
84671,right-handed
38278,right-handed
303908,
391778,
401440,
289975,
302587,
38493,right-handed
248861,left-handed
146040,right-handed
16192,right-handed
162560,
399702,
401475,
460898,right-handed
70970,
192369,
360302,
154716,
212205,
342298,
394375,
287825,
251345,
19834,right-handed
297108,
332537,
187215,right-handed
212797,
372740,
133062,
120664,
137990,
266316,
201870,
133076,
36595,right-handed
212797,
210225,
92877,
367819,
38517,right-handed
396118,
244985,
182967,left-handed
248232,right-handed
215663,right-handed
187230,right-handed
216008,
237726,
93661,right-handed
147506,right-handed
130690,
376006,
99429,right-handed
353542,
231208,
66968,right-handed
389553,
138714,
327922,
460257,
192342,right-handed
382361,
189831,right-handed
373196,
385294,
173542,right-handed
212808,right-handed
121022,
284517,right-handed
17080,right-handed
269291,right-handed
106153,right-handed
260122,right-handed
131566,right-handed
329809,
236918,
171064,
479171,
305443,
274049,right-handed
263720,
412849,
234320,
78419,
385832,
332112,
177686,left-handed
168524,right-handed
392635,
445463,
79597,right-handed
376882,
220540,
289925,
289153,
403858,
257537,
118058,
275069,
191637,right-handed
145108,right-handed
22970,right-handed
41857,left-handed
421693,
280125,right-handed
106141,
152896,right-handed
182086,right-handed
265632,
340531,
400523,
281443,
268807,
121606,right-handed
280123,
100093,right-handed
228662,
193230,right-handed
215719,
269873,
290035,
211294,
280125,right-handed
316468,
157150,right-handed
202462,
161270,
251811,
235961,
42839,right-handed
276009,
20347,right-handed
318257,
256533,
230344,right-handed
421695,
371932,right-handed
334273,
421672,
342864,
377410,
226810,right-handed
97031,
311586,
137810,right-handed
152054,
47969,
321793,
310575,
394471,
479351,
391778,
401440,
121606,right-handed
130722,
51651,right-handed
99131,right-handed
237188,left-handed
261015,right-handed
244985,
275471,right-handed
177644,right-handed
299481,right-handed
42152,right-handed
131566,right-handed
291263,right-handed
17080,right-handed
307383,
220537,right-handed
121182,right-handed
311012,right-handed
42289,right-handed
189995,right-handed
272473,
45835,left-handed
160190,right-handed
314519,
387400,
275471,right-handed
96859,right-handed
54387,right-handed
217136,left-handed
14414,right-handed
88992,right-handed
157456,right-handed
335102,right-handed
15126,right-handed
264344,right-handed
223148,left-handed
128584,right-handed
42289,right-handed
258756,right-handed
45584,right-handed
69050,right-handed
191842,right-handed
207034,right-handed
51100,right-handed
153826,right-handed
117866,right-handed
325141,right-handed
245513,
110803,right-handed
41355,right-handed
72758,right-handed
51477,right-handed
262594,right-handed
220592,right-handed
19520,right-handed
17017,right-handed
49663,right-handed
121182,right-handed
289146,right-handed
307383,
208824,right-handed
390214,
48626,right-handed
145122,right-handed
45258,right-handed
161262,right-handed
255420,right-handed
72248,right-handed
127208,right-handed
73987,right-handed
64570,right-handed
51141,right-handed
126356,right-handed
110299,right-handed
46625,right-handed
105099,right-handed
253356,right-handed
199509,right-handed
293868,right-handed
390986,
261015,right-handed
62790,right-handed
187608,right-handed
260165,
197516,right-handed
298247,right-handed
59281,left-handed
124658,right-handed
52388,right-handed
70728,
45835,left-handed
72450,right-handed
445463,
49638,right-handed
263720,
455688,
247791,right-handed
58515,right-handed
64496,right-handed
274049,right-handed
44236,right-handed
54983,
280125,right-handed
245547,right-handed
180946,right-handed
57703,right-handed
20347,right-handed
384606,right-handed
296354,
288575,
385274,
107357,right-handed
245059,
189995,right-handed
246159,right-handed
150574,right-handed
198197,right-handed
336222,right-handed
19876,right-handed
205890,
145108,right-handed
63238,
300959,
186264,
300247,
130722,
84671,right-handed
38278,right-handed
303908,
391778,
401440,
289975,
302587,
38493,right-handed
248861,left-handed
146040,right-handed
48599,right-handed
132834,right-handed
16192,right-handed
162560,
399702,
401475,
460898,right-handed
70970,
192369,
360302,
154716,
212205,
342298,
394375,
287825,
251345,
19834,right-handed
297108,
332537,
187215,right-handed
212797,
218232,
372740,
214298,
373687,
297976,
133062,
120664,
137990,
266316,
201870,
133076,
36595,right-handed
212797,
210225,
92877,
367819,
38517,right-handed
396118,
244985,
182967,left-handed
248232,right-handed
215663,right-handed
187230,right-handed
216008,
237726,
406665,right-handed
93661,right-handed
134532,right-handed
147506,right-handed
130690,
336819,
87834,right-handed
376006,
190950,
256081,
99429,right-handed
119496,right-handed
353542,
37638,
66968,right-handed
389553,
138714,
327922,
460257,
192342,right-handed
382361,
189831,right-handed
373196,
385294,
173542,right-handed
212808,right-handed
121022,
284517,right-handed
17080,right-handed
269291,right-handed
106153,right-handed
260122,right-handed
131566,right-handed
329809,
236918,
171064,
479171,
305443,
110055,right-handed
274049,right-handed
263720,
412849,
234320,
78419,
385832,
332112,
177686,left-handed
168524,right-handed
392635,
445463,
79597,right-handed
376882,
220540,
289925,
289153,
403858,
257537,
118058,
275069,
191637,right-handed
16683,right-handed
145108,right-handed
22970,right-handed
111837,right-handed
41857,left-handed
421693,
280125,right-handed
107357,right-handed
63606,right-handed
25838,right-handed
117916,left-handed
106141,
