tournament_id,ground_type
126486,Red clay
126486,Red clay
126486,Red clay
126486,Red clay
126486,Red clay
126489,Hardcourt outdoor
126489,Hardcourt outdoor
126489,Hardcourt outdoor
126489,Hardcourt outdoor
126489,Hardcourt outdoor
126489,Hardcourt outdoor
126489,Hardcourt outdoor
126489,Hardcourt outdoor
126366,Hardcourt outdoor
126361,Hardcourt outdoor
126366,Hardcourt outdoor
126505,Red clay
126505,Red clay
126363,Hardcourt indoor
126363,Hardcourt indoor
126363,Hardcourt indoor
126363,Hardcourt indoor
126363,Hardcourt indoor
126363,Hardcourt indoor
126353,Hardcourt indoor
126353,Hardcourt indoor
126353,Hardcourt indoor
126353,Hardcourt indoor
126509,Red clay
126509,Red clay
126512,Hardcourt indoor
126512,Hardcourt indoor
126512,Hardcourt indoor
126512,Hardcourt indoor
126512,Hardcourt indoor
126512,Hardcourt indoor
126512,Hardcourt indoor
126512,Hardcourt indoor
126515,Hardcourt indoor
126516,Hardcourt indoor
126516,Hardcourt indoor
126516,Hardcourt indoor
126516,Hardcourt indoor
126339,Red clay
126524,Red clay
126524,Red clay
126524,Red clay
126524,Red clay
126484,Red clay
126484,Red clay
126484,Red clay
126484,Red clay
126484,Red clay
126484,Red clay
126484,Red clay
126525,Red clay
126484,Red clay
126525,Red clay
126525,Red clay
126525,Red clay
126525,Red clay
126485,Red clay
126485,Red clay
126485,Red clay
126485,Red clay
126485,Red clay
126485,Red clay
126485,Red clay
126485,Red clay
126530,Red clay
126530,Red clay
126530,Red clay
126530,Red clay
126530,Red clay
126532,Hardcourt outdoor
126532,Hardcourt outdoor
126532,Hardcourt outdoor
126532,Hardcourt outdoor
126532,Hardcourt outdoor
126532,Hardcourt outdoor
126532,Hardcourt outdoor
126532,Hardcourt outdoor
126345,Hardcourt indoor
126345,Hardcourt indoor
126345,Hardcourt indoor
126345,Hardcourt indoor
126345,Hardcourt indoor
126530,Red clay
126503,Red clay
126530,Red clay
126519,Hardcourt outdoor
126519,Hardcourt outdoor
126530,Red clay
126530,Red clay
126532,Hardcourt outdoor
126532,Hardcourt outdoor
126532,Hardcourt outdoor
126532,Hardcourt outdoor
126532,Hardcourt outdoor
126503,Red clay
126532,Hardcourt outdoor
126532,Hardcourt outdoor
126532,Hardcourt outdoor
126519,Hardcourt outdoor
126519,Hardcourt outdoor
126519,Hardcourt outdoor
126538,Hardcourt outdoor
126519,Hardcourt outdoor
126538,Hardcourt outdoor
126538,Hardcourt outdoor
126519,Hardcourt outdoor
126538,Hardcourt outdoor
126519,Hardcourt outdoor
126519,Hardcourt outdoor
126519,Hardcourt outdoor
126519,Hardcourt outdoor
126519,Hardcourt outdoor
126538,Hardcourt outdoor
126524,Red clay
126505,Red clay
126505,Red clay
126505,Red clay
126538,Hardcourt outdoor
126505,Red clay
126505,Red clay
126538,Hardcourt outdoor
126538,Hardcourt outdoor
126524,Red clay
126524,Red clay
126515,Hardcourt indoor
126515,Hardcourt indoor
126524,Red clay
126515,Hardcourt indoor
126515,Hardcourt indoor
126515,Hardcourt indoor
126515,Hardcourt indoor
126515,Hardcourt indoor
126515,Hardcourt indoor
126515,Hardcourt indoor
126515,Hardcourt indoor
126515,Hardcourt indoor
126515,Hardcourt indoor
126521,Hardcourt outdoor
126509,Red clay
126516,Hardcourt indoor
126521,Hardcourt outdoor
126516,Hardcourt indoor
126509,Red clay
126521,Hardcourt outdoor
126509,Red clay
126516,Hardcourt indoor
126521,Hardcourt outdoor
126521,Hardcourt outdoor
126521,Hardcourt outdoor
126516,Hardcourt indoor
126516,Hardcourt indoor
126516,Hardcourt indoor
126516,Hardcourt indoor
126516,Hardcourt indoor
126516,Hardcourt indoor
126525,Red clay
126525,Red clay
126525,Red clay
126525,Red clay
126525,Red clay
126489,Hardcourt outdoor
126489,Hardcourt outdoor
126489,Hardcourt outdoor
126489,Hardcourt outdoor
126521,Hardcourt outdoor
126521,Hardcourt outdoor
126521,Hardcourt outdoor
126521,Hardcourt outdoor
126521,Hardcourt outdoor
126521,Hardcourt outdoor
126521,Hardcourt outdoor
126521,Hardcourt outdoor
126503,Red clay
126503,Red clay
126503,Red clay
126503,Red clay
126503,Red clay
126503,Red clay
126503,Red clay
126538,Hardcourt outdoor
126538,Hardcourt outdoor
126538,Hardcourt outdoor
126538,Hardcourt outdoor
126538,Hardcourt outdoor
126538,Hardcourt outdoor
126538,Hardcourt outdoor
126538,Hardcourt outdoor
126538,Hardcourt outdoor
126353,Hardcourt indoor
126546,Hardcourt outdoor
126546,Hardcourt outdoor
126546,Hardcourt outdoor
126546,Hardcourt outdoor
126546,Hardcourt outdoor
126546,Hardcourt outdoor
126546,Hardcourt outdoor
126546,Hardcourt outdoor
126546,Hardcourt outdoor
126546,Hardcourt outdoor
126546,Hardcourt outdoor
126546,Hardcourt outdoor
126546,Hardcourt outdoor
126546,Hardcourt outdoor
126546,Hardcourt outdoor
126546,Hardcourt outdoor
126505,Red clay
126505,Red clay
126505,Red clay
126505,Red clay
126505,Red clay
126505,Red clay
126505,Red clay
126505,Red clay
126505,Red clay
126509,Red clay
126512,Hardcourt indoor
126509,Red clay
126509,Red clay
126509,Red clay
126509,Red clay
126509,Red clay
126509,Red clay
126509,Red clay
126509,Red clay
126509,Red clay
126512,Hardcourt indoor
126503,Red clay
126515,Hardcourt indoor
126512,Hardcourt indoor
126368,Hardcourt indoor
126512,Hardcourt indoor
126512,Hardcourt indoor
126512,Hardcourt indoor
126512,Hardcourt indoor
126525,Red clay
126525,Red clay
126525,Red clay
126525,Red clay
126525,Red clay
126525,Red clay
126525,Red clay
126516,Hardcourt indoor
126512,Hardcourt indoor
126515,Hardcourt indoor
126530,Red clay
126345,Hardcourt indoor
126524,Red clay
126486,Red clay
126524,Red clay
126486,Red clay
126524,Red clay
126486,Red clay
126524,Red clay
126524,Red clay
126524,Red clay
126524,Red clay
126524,Red clay
126486,Red clay
126524,Red clay
126486,Red clay
126486,Red clay
126524,Red clay
126486,Red clay
126486,Red clay
126530,Red clay
126530,Red clay
126530,Red clay
126530,Red clay
126530,Red clay
126530,Red clay
126530,Red clay
126489,Hardcourt outdoor
126489,Hardcourt outdoor
126489,Hardcourt outdoor
126489,Hardcourt outdoor
126538,Hardcourt outdoor
126505,Red clay
126503,Red clay
126503,Red clay
126546,Hardcourt outdoor
126546,Hardcourt outdoor
126505,Red clay
126503,Red clay
126503,Red clay
126519,Hardcourt outdoor
126509,Red clay
126519,Hardcourt outdoor
126538,Hardcourt outdoor
126519,Hardcourt outdoor
126505,Red clay
126505,Red clay
126546,Hardcourt outdoor
126503,Red clay
126509,Red clay
126505,Red clay
126538,Hardcourt outdoor
126505,Red clay
126521,Hardcourt outdoor
126521,Hardcourt outdoor
126503,Red clay
126509,Red clay
126519,Hardcourt outdoor
126519,Hardcourt outdoor
126505,Red clay
126515,Hardcourt indoor
126509,Red clay
126512,Hardcourt indoor
126538,Hardcourt outdoor
126521,Hardcourt outdoor
126516,Hardcourt indoor
126503,Red clay
126515,Hardcourt indoor
126509,Red clay
126519,Hardcourt outdoor
126521,Hardcourt outdoor
126519,Hardcourt outdoor
126546,Hardcourt outdoor
126512,Hardcourt indoor
126512,Hardcourt indoor
126516,Hardcourt indoor
126515,Hardcourt indoor
126509,Red clay
126538,Hardcourt outdoor
126538,Hardcourt outdoor
126521,Hardcourt outdoor
126521,Hardcourt outdoor
126512,Hardcourt indoor
126521,Hardcourt outdoor
126509,Red clay
126538,Hardcourt outdoor
126521,Hardcourt outdoor
126516,Hardcourt indoor
126519,Hardcourt outdoor
126546,Hardcourt outdoor
126546,Hardcourt outdoor
126515,Hardcourt indoor
126515,Hardcourt indoor
126525,Red clay
126538,Hardcourt outdoor
126546,Hardcourt outdoor
126546,Hardcourt outdoor
126515,Hardcourt indoor
126530,Red clay
126516,Hardcourt indoor
126525,Red clay
126339,Red clay
126339,Red clay
126339,Red clay
126339,Red clay
126339,Red clay
126345,Hardcourt indoor
126345,Hardcourt indoor
126345,Hardcourt indoor
126345,Hardcourt indoor
126345,Hardcourt indoor
126345,Hardcourt indoor
126345,Hardcourt indoor
126345,Hardcourt indoor
126353,Hardcourt indoor
126353,Hardcourt indoor
126353,Hardcourt indoor
126353,Hardcourt indoor
126353,Hardcourt indoor
126353,Hardcourt indoor
126353,Hardcourt indoor
126353,Hardcourt indoor
126353,Hardcourt indoor
126356,Hardcourt outdoor
126356,Hardcourt outdoor
126356,Hardcourt outdoor
126356,Hardcourt outdoor
126356,Hardcourt outdoor
126356,Hardcourt outdoor
126356,Hardcourt outdoor
126356,Hardcourt outdoor
126361,Hardcourt outdoor
126361,Hardcourt outdoor
126361,Hardcourt outdoor
126361,Hardcourt outdoor
126361,Hardcourt outdoor
126361,Hardcourt outdoor
126361,Hardcourt outdoor
126361,Hardcourt outdoor
126363,Hardcourt indoor
126363,Hardcourt indoor
126363,Hardcourt indoor
126363,Hardcourt indoor
126363,Hardcourt indoor
126363,Hardcourt indoor
126363,Hardcourt indoor
126363,Hardcourt indoor
126363,Hardcourt indoor
126366,Hardcourt outdoor
126366,Hardcourt outdoor
126366,Hardcourt outdoor
126366,Hardcourt outdoor
126366,Hardcourt outdoor
126366,Hardcourt outdoor
126366,Hardcourt outdoor
126366,Hardcourt outdoor
126366,Hardcourt outdoor
126368,Hardcourt indoor
126368,Hardcourt indoor
126368,Hardcourt indoor
126368,Hardcourt indoor
126368,Hardcourt indoor
126368,Hardcourt indoor
126368,Hardcourt indoor
126368,Hardcourt indoor
126368,Hardcourt indoor
126368,Hardcourt indoor
126371,Hardcourt outdoor
126371,Hardcourt outdoor
126371,Hardcourt outdoor
126371,Hardcourt outdoor
126371,Hardcourt outdoor
126371,Hardcourt outdoor
126371,Hardcourt outdoor
126371,Hardcourt outdoor
126371,Hardcourt outdoor
126353,Hardcourt indoor
126353,Hardcourt indoor
126363,Hardcourt indoor
126345,Hardcourt indoor
126363,Hardcourt indoor
126345,Hardcourt indoor
126530,Red clay
126530,Red clay
126519,Hardcourt outdoor
126519,Hardcourt outdoor
126530,Red clay
126530,Red clay
126532,Hardcourt outdoor
126532,Hardcourt outdoor
126532,Hardcourt outdoor
126532,Hardcourt outdoor
126532,Hardcourt outdoor
126532,Hardcourt outdoor
126532,Hardcourt outdoor
126532,Hardcourt outdoor
126538,Hardcourt outdoor
126538,Hardcourt outdoor
126519,Hardcourt outdoor
126519,Hardcourt outdoor
126538,Hardcourt outdoor
126524,Red clay
126524,Red clay
126505,Red clay
126524,Red clay
126524,Red clay
126515,Hardcourt indoor
126515,Hardcourt indoor
126524,Red clay
126515,Hardcourt indoor
126515,Hardcourt indoor
126515,Hardcourt indoor
126515,Hardcourt indoor
126515,Hardcourt indoor
126515,Hardcourt indoor
126516,Hardcourt indoor
126516,Hardcourt indoor
126521,Hardcourt outdoor
126516,Hardcourt indoor
126516,Hardcourt indoor
126516,Hardcourt indoor
126516,Hardcourt indoor
126516,Hardcourt indoor
126516,Hardcourt indoor
126525,Red clay
126525,Red clay
126525,Red clay
126525,Red clay
126525,Red clay
126489,Hardcourt outdoor
126489,Hardcourt outdoor
126489,Hardcourt outdoor
126489,Hardcourt outdoor
126521,Hardcourt outdoor
126521,Hardcourt outdoor
126521,Hardcourt outdoor
126521,Hardcourt outdoor
126521,Hardcourt outdoor
126538,Hardcourt outdoor
126538,Hardcourt outdoor
126538,Hardcourt outdoor
126538,Hardcourt outdoor
126546,Hardcourt outdoor
126546,Hardcourt outdoor
126546,Hardcourt outdoor
126546,Hardcourt outdoor
126546,Hardcourt outdoor
126546,Hardcourt outdoor
126509,Red clay
126512,Hardcourt indoor
126509,Red clay
126503,Red clay
126515,Hardcourt indoor
126512,Hardcourt indoor
126525,Red clay
126525,Red clay
126525,Red clay
126525,Red clay
126525,Red clay
126525,Red clay
126525,Red clay
126516,Hardcourt indoor
126525,Red clay
126515,Hardcourt indoor
126530,Red clay
126524,Red clay
126532,Hardcourt outdoor
126524,Red clay
126524,Red clay
126524,Red clay
126524,Red clay
126524,Red clay
126524,Red clay
126524,Red clay
126524,Red clay
126524,Red clay
126524,Red clay
126530,Red clay
126530,Red clay
126530,Red clay
126530,Red clay
126530,Red clay
126530,Red clay
126530,Red clay
126532,Hardcourt outdoor
126489,Hardcourt outdoor
126489,Hardcourt outdoor
126489,Hardcourt outdoor
126489,Hardcourt outdoor
126505,Red clay
126503,Red clay
126503,Red clay
126546,Hardcourt outdoor
126546,Hardcourt outdoor
126505,Red clay
126503,Red clay
126503,Red clay
126519,Hardcourt outdoor
126509,Red clay
126519,Hardcourt outdoor
126538,Hardcourt outdoor
126519,Hardcourt outdoor
126505,Red clay
126505,Red clay
126546,Hardcourt outdoor
126503,Red clay
126509,Red clay
126505,Red clay
126538,Hardcourt outdoor
126505,Red clay
126521,Hardcourt outdoor
126521,Hardcourt outdoor
126503,Red clay
126509,Red clay
126519,Hardcourt outdoor
126519,Hardcourt outdoor
126505,Red clay
126515,Hardcourt indoor
126509,Red clay
126512,Hardcourt indoor
126538,Hardcourt outdoor
126521,Hardcourt outdoor
126516,Hardcourt indoor
126503,Red clay
126515,Hardcourt indoor
126509,Red clay
126519,Hardcourt outdoor
126521,Hardcourt outdoor
126519,Hardcourt outdoor
126546,Hardcourt outdoor
126516,Hardcourt indoor
126512,Hardcourt indoor
126512,Hardcourt indoor
126516,Hardcourt indoor
126515,Hardcourt indoor
126509,Red clay
126538,Hardcourt outdoor
126538,Hardcourt outdoor
126516,Hardcourt indoor
126521,Hardcourt outdoor
126521,Hardcourt outdoor
126512,Hardcourt indoor
126525,Red clay
126521,Hardcourt outdoor
126509,Red clay
126538,Hardcourt outdoor
126521,Hardcourt outdoor
126530,Red clay
126516,Hardcourt indoor
126530,Red clay
126519,Hardcourt outdoor
126546,Hardcourt outdoor
126546,Hardcourt outdoor
126515,Hardcourt indoor
126515,Hardcourt indoor
126524,Red clay
126525,Red clay
126538,Hardcourt outdoor
126524,Red clay
126546,Hardcourt outdoor
126546,Hardcourt outdoor
126530,Red clay
126516,Hardcourt indoor
126525,Red clay
126515,Hardcourt indoor
126524,Red clay
126525,Red clay
126530,Red clay
126524,Red clay
126516,Hardcourt indoor
126530,Red clay
126515,Hardcourt indoor
126532,Hardcourt outdoor
126532,Hardcourt outdoor
126524,Red clay
126530,Red clay
126525,Red clay
126525,Red clay
126530,Red clay
126524,Red clay
126532,Hardcourt outdoor
126532,Hardcourt outdoor
126532,Hardcourt outdoor
126489,Hardcourt outdoor
126532,Hardcourt outdoor
126489,Hardcourt outdoor
126489,Hardcourt outdoor
126489,Hardcourt outdoor
126503,Red clay
126538,Hardcourt outdoor
126538,Hardcourt outdoor
126509,Red clay
126538,Hardcourt outdoor
126509,Red clay
126519,Hardcourt outdoor
126546,Hardcourt outdoor
126505,Red clay
126503,Red clay
126519,Hardcourt outdoor
126509,Red clay
126505,Red clay
126538,Hardcourt outdoor
126512,Hardcourt indoor
126519,Hardcourt outdoor
126519,Hardcourt outdoor
126546,Hardcourt outdoor
126546,Hardcourt outdoor
126521,Hardcourt outdoor
126515,Hardcourt indoor
126521,Hardcourt outdoor
126509,Red clay
126521,Hardcourt outdoor
126521,Hardcourt outdoor
126512,Hardcourt indoor
126515,Hardcourt indoor
126515,Hardcourt indoor
126546,Hardcourt outdoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126515,Hardcourt indoor
126339,Red clay
126339,Red clay
126339,Red clay
126339,Red clay
126339,Red clay
126339,Red clay
126339,Red clay
126339,Red clay
126345,Hardcourt indoor
126345,Hardcourt indoor
126345,Hardcourt indoor
126345,Hardcourt indoor
126345,Hardcourt indoor
126345,Hardcourt indoor
126345,Hardcourt indoor
126345,Hardcourt indoor
126353,Hardcourt indoor
126353,Hardcourt indoor
126353,Hardcourt indoor
126353,Hardcourt indoor
126353,Hardcourt indoor
126353,Hardcourt indoor
126353,Hardcourt indoor
126353,Hardcourt indoor
126353,Hardcourt indoor
126356,Hardcourt outdoor
126356,Hardcourt outdoor
126356,Hardcourt outdoor
126356,Hardcourt outdoor
126356,Hardcourt outdoor
126356,Hardcourt outdoor
126361,Hardcourt outdoor
126361,Hardcourt outdoor
126361,Hardcourt outdoor
126361,Hardcourt outdoor
126361,Hardcourt outdoor
126361,Hardcourt outdoor
126361,Hardcourt outdoor
126363,Hardcourt indoor
126363,Hardcourt indoor
126363,Hardcourt indoor
126363,Hardcourt indoor
126363,Hardcourt indoor
126363,Hardcourt indoor
126363,Hardcourt indoor
126363,Hardcourt indoor
126363,Hardcourt indoor
126363,Hardcourt indoor
126366,Hardcourt outdoor
126366,Hardcourt outdoor
126366,Hardcourt outdoor
126366,Hardcourt outdoor
126366,Hardcourt outdoor
126366,Hardcourt outdoor
126366,Hardcourt outdoor
126368,Hardcourt indoor
126368,Hardcourt indoor
126368,Hardcourt indoor
126368,Hardcourt indoor
126368,Hardcourt indoor
126368,Hardcourt indoor
126368,Hardcourt indoor
126368,Hardcourt indoor
126371,Hardcourt outdoor
126371,Hardcourt outdoor
126371,Hardcourt outdoor
126371,Hardcourt outdoor
126371,Hardcourt outdoor
126371,Hardcourt outdoor
126371,Hardcourt outdoor
126524,Red clay
126525,Red clay
126525,Red clay
126515,Hardcourt indoor
126530,Red clay
126524,Red clay
126532,Hardcourt outdoor
126532,Hardcourt outdoor
126521,Hardcourt outdoor
126515,Hardcourt indoor
126521,Hardcourt outdoor
126516,Hardcourt indoor
126515,Hardcourt indoor
126546,Hardcourt outdoor
126516,Hardcourt indoor
126512,Hardcourt indoor
126515,Hardcourt indoor
126516,Hardcourt indoor
126525,Red clay
126530,Red clay
126516,Hardcourt indoor
126530,Red clay
126524,Red clay
126525,Red clay
126524,Red clay
126530,Red clay
126516,Hardcourt indoor
126525,Red clay
126524,Red clay
126525,Red clay
126530,Red clay
126524,Red clay
126516,Hardcourt indoor
126530,Red clay
126515,Hardcourt indoor
126532,Hardcourt outdoor
126532,Hardcourt outdoor
126524,Red clay
126530,Red clay
126525,Red clay
126525,Red clay
126530,Red clay
126524,Red clay
126532,Hardcourt outdoor
126532,Hardcourt outdoor
126532,Hardcourt outdoor
126489,Hardcourt outdoor
126532,Hardcourt outdoor
126489,Hardcourt outdoor
126489,Hardcourt outdoor
126489,Hardcourt outdoor
126503,Red clay
126505,Red clay
126538,Hardcourt outdoor
126505,Red clay
126538,Hardcourt outdoor
126509,Red clay
126538,Hardcourt outdoor
126509,Red clay
126519,Hardcourt outdoor
126546,Hardcourt outdoor
126505,Red clay
126503,Red clay
126519,Hardcourt outdoor
126503,Red clay
126509,Red clay
126505,Red clay
126538,Hardcourt outdoor
126503,Red clay
126512,Hardcourt indoor
126519,Hardcourt outdoor
126519,Hardcourt outdoor
126546,Hardcourt outdoor
126546,Hardcourt outdoor
126521,Hardcourt outdoor
126515,Hardcourt indoor
126521,Hardcourt outdoor
126509,Red clay
126521,Hardcourt outdoor
126521,Hardcourt outdoor
126512,Hardcourt indoor
126516,Hardcourt indoor
126516,Hardcourt indoor
126515,Hardcourt indoor
126515,Hardcourt indoor
126546,Hardcourt outdoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126530,Red clay
126525,Red clay
126516,Hardcourt indoor
126515,Hardcourt indoor
126525,Red clay
126524,Red clay
126524,Red clay
126530,Red clay
126530,Red clay
126530,Red clay
126524,Red clay
126516,Hardcourt indoor
126525,Red clay
126524,Red clay
126525,Red clay
126532,Hardcourt outdoor
126532,Hardcourt outdoor
126532,Hardcourt outdoor
126489,Hardcourt outdoor
126532,Hardcourt outdoor
126489,Hardcourt outdoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126538,Hardcourt outdoor
126538,Hardcourt outdoor
126546,Hardcourt outdoor
126509,Red clay
126519,Hardcourt outdoor
126546,Hardcourt outdoor
126515,Hardcourt indoor
126519,Hardcourt outdoor
126512,Hardcourt indoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126521,Hardcourt outdoor
126521,Hardcourt outdoor
126629,Hardcourt outdoor
126509,Red clay
126515,Hardcourt indoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126525,Red clay
126639,Hardcourt indoor
126639,Hardcourt indoor
126639,Hardcourt indoor
126639,Hardcourt indoor
126639,Hardcourt indoor
126639,Hardcourt indoor
126629,Hardcourt outdoor
126516,Hardcourt indoor
126503,Red clay
126505,Red clay
126503,Red clay
126505,Red clay
126339,Red clay
126339,Red clay
126339,Red clay
126339,Red clay
126339,Red clay
126339,Red clay
126339,Red clay
126339,Red clay
126339,Red clay
126345,Hardcourt indoor
126345,Hardcourt indoor
126345,Hardcourt indoor
126345,Hardcourt indoor
126345,Hardcourt indoor
126345,Hardcourt indoor
126353,Hardcourt indoor
126353,Hardcourt indoor
126353,Hardcourt indoor
126353,Hardcourt indoor
126353,Hardcourt indoor
126353,Hardcourt indoor
126356,Hardcourt outdoor
126356,Hardcourt outdoor
126356,Hardcourt outdoor
126361,Hardcourt outdoor
126361,Hardcourt outdoor
126361,Hardcourt outdoor
126361,Hardcourt outdoor
126363,Hardcourt indoor
126363,Hardcourt indoor
126363,Hardcourt indoor
126363,Hardcourt indoor
126363,Hardcourt indoor
126366,Hardcourt outdoor
126366,Hardcourt outdoor
126366,Hardcourt outdoor
126366,Hardcourt outdoor
126366,Hardcourt outdoor
126368,Hardcourt indoor
126368,Hardcourt indoor
126368,Hardcourt indoor
126368,Hardcourt indoor
126368,Hardcourt indoor
126368,Hardcourt indoor
126371,Hardcourt outdoor
126371,Hardcourt outdoor
126371,Hardcourt outdoor
126371,Hardcourt outdoor
126503,Red clay
126505,Red clay
126505,Red clay
126505,Red clay
126503,Red clay
126503,Red clay
126505,Red clay
126503,Red clay
126515,Hardcourt indoor
126521,Hardcourt outdoor
126516,Hardcourt indoor
126516,Hardcourt indoor
126515,Hardcourt indoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126530,Red clay
126525,Red clay
126516,Hardcourt indoor
126525,Red clay
126524,Red clay
126524,Red clay
126530,Red clay
126530,Red clay
126530,Red clay
126524,Red clay
126516,Hardcourt indoor
126525,Red clay
126524,Red clay
126525,Red clay
126532,Hardcourt outdoor
126532,Hardcourt outdoor
126532,Hardcourt outdoor
126489,Hardcourt outdoor
126532,Hardcourt outdoor
126489,Hardcourt outdoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126538,Hardcourt outdoor
126538,Hardcourt outdoor
126546,Hardcourt outdoor
126509,Red clay
126519,Hardcourt outdoor
126546,Hardcourt outdoor
126515,Hardcourt indoor
126519,Hardcourt outdoor
126512,Hardcourt indoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126521,Hardcourt outdoor
126521,Hardcourt outdoor
126629,Hardcourt outdoor
126509,Red clay
126515,Hardcourt indoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126530,Red clay
126629,Hardcourt outdoor
126629,Hardcourt outdoor
126525,Red clay
126524,Red clay
126516,Hardcourt indoor
126530,Red clay
126639,Hardcourt indoor
126639,Hardcourt indoor
126639,Hardcourt indoor
126639,Hardcourt indoor
126639,Hardcourt indoor
126639,Hardcourt indoor
126639,Hardcourt indoor
126639,Hardcourt indoor
126568,Hardcourt outdoor
126568,Hardcourt outdoor
126568,Hardcourt outdoor
126524,Red clay
126525,Red clay
126629,Hardcourt outdoor
126516,Hardcourt indoor
126532,Hardcourt outdoor
126641,Hardcourt outdoor
126641,Hardcourt outdoor
126641,Hardcourt outdoor
126641,Hardcourt outdoor
126641,Hardcourt outdoor
126641,Hardcourt outdoor
126642,Red clay
126642,Red clay
126642,Red clay
126642,Red clay
126642,Red clay
126642,Red clay
126642,Red clay
126642,Red clay
126489,Hardcourt outdoor
126532,Hardcourt outdoor
126503,Red clay
126505,Red clay
126639,Hardcourt indoor
126503,Red clay
126538,Hardcourt outdoor
126505,Red clay
126546,Hardcourt outdoor
126646,Hardcourt outdoor
126646,Hardcourt outdoor
126646,Hardcourt outdoor
126646,Hardcourt outdoor
126646,Hardcourt outdoor
126648,Hardcourt outdoor
126648,Hardcourt outdoor
126648,Hardcourt outdoor
126646,Hardcourt outdoor
126648,Hardcourt outdoor
126648,Hardcourt outdoor
126648,Hardcourt outdoor
126648,Hardcourt outdoor
126646,Hardcourt outdoor
126646,Hardcourt outdoor
126648,Hardcourt outdoor
126648,Hardcourt outdoor
126648,Hardcourt outdoor
126646,Hardcourt outdoor
126648,Hardcourt outdoor
126646,Hardcourt outdoor
126648,Hardcourt outdoor
126646,Hardcourt outdoor
126646,Hardcourt outdoor
126646,Hardcourt outdoor
126646,Hardcourt outdoor
126648,Hardcourt outdoor
126648,Hardcourt outdoor
126646,Hardcourt outdoor
126648,Hardcourt outdoor
126648,Hardcourt outdoor
126646,Hardcourt outdoor
126503,Red clay
126509,Red clay
126521,Hardcourt outdoor
126515,Hardcourt indoor
126505,Red clay
126519,Hardcourt outdoor
126652,Hardcourt outdoor
126652,Hardcourt outdoor
126652,Hardcourt outdoor
126652,Hardcourt outdoor
126652,Hardcourt outdoor
126652,Hardcourt outdoor
126652,Hardcourt outdoor
126652,Hardcourt outdoor
126652,Hardcourt outdoor
126652,Hardcourt outdoor
126652,Hardcourt outdoor
126652,Hardcourt outdoor
126639,Hardcourt indoor
126639,Hardcourt indoor
126639,Hardcourt indoor
126653,Hardcourt outdoor
126653,Hardcourt outdoor
126653,Hardcourt outdoor
126653,Hardcourt outdoor
126654,Red clay
126654,Red clay
126657,Red clay
126654,Red clay
126654,Red clay
126654,Red clay
126654,Red clay
126657,Red clay
126654,Red clay
126657,Red clay
126657,Red clay
126657,Red clay
126657,Red clay
126657,Red clay
126654,Red clay
126657,Red clay
126654,Red clay
126654,Red clay
126654,Red clay
126657,Red clay
126654,Red clay
126657,Red clay
126654,Red clay
126654,Red clay
126654,Red clay
126654,Red clay
126657,Red clay
126654,Red clay
126654,Red clay
126657,Red clay
126654,Red clay
126657,Red clay
126657,Red clay
126654,Red clay
126654,Red clay
126657,Red clay
126654,Red clay
126654,Red clay
126654,Red clay
126657,Red clay
126657,Red clay
126657,Red clay
126654,Red clay
126654,Red clay
126654,Red clay
126654,Red clay
126657,Red clay
126654,Red clay
126657,Red clay
126654,Red clay
126657,Red clay
126654,Red clay
126654,Red clay
126658,Hardcourt outdoor
126658,Hardcourt outdoor
126658,Hardcourt outdoor
126658,Hardcourt outdoor
126658,Hardcourt outdoor
126658,Hardcourt outdoor
126658,Hardcourt outdoor
126658,Hardcourt outdoor
126658,Hardcourt outdoor
126658,Hardcourt outdoor
126658,Hardcourt outdoor
126658,Hardcourt outdoor
126658,Hardcourt outdoor
126658,Hardcourt outdoor
126658,Hardcourt outdoor
126658,Hardcourt outdoor
126659,Hardcourt outdoor
126659,Hardcourt outdoor
126659,Hardcourt outdoor
126659,Hardcourt outdoor
126659,Hardcourt outdoor
126659,Hardcourt outdoor
126659,Hardcourt outdoor
126659,Hardcourt outdoor
